,iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
0,1.0,0.0164,4.0,5.0,0.0111,4.0,6.0,0.006,4.0,19.0
1,2.0,0.023,4.0,4.0,0.018,4.0,6.0,0.011,4.0,17.0
2,3.0,0.019,4.0,4.0,0.011,4.0,5.0,0.0044,4.0,18.0
3,4.0,0.014,4.0,4.0,0.009,4.0,5.0,0.005,4.0,17.0
4,5.0,0.015,4.0,4.0,0.01,4.0,6.0,0.005,4.0,20.0
5,6.0,0.014,4.0,4.0,0.0085,4.0,5.0,0.005,4.0,19.0
6,7.0,0.014,3.0,4.0,0.008,3.0,5.0,0.005,3.0,16.0
7,8.0,0.014,3.0,5.0,0.0092,3.0,6.0,0.005,3.0,17.0
8,9.0,0.016,4.0,4.0,0.011,4.0,8.0,0.0064,4.0,17.0
9,10.0,0.016,4.0,4.0,0.013,4.0,4.0,0.006,4.0,18.0
10,11.0,0.014,4.0,4.0,0.009,4.0,5.0,0.005,4.0,19.0
11,12.0,0.016,3.0,4.0,0.0105,3.0,5.0,0.005,3.0,17.0
12,13.0,0.014,3.0,4.0,0.0092,3.0,6.0,0.005,3.0,17.0
13,14.0,0.014,3.0,4.0,0.009,3.0,5.0,0.006,3.0,17.0
14,15.0,0.015,3.0,4.0,0.0085,3.0,4.0,0.005,3.0,20.0
15,16.0,0.015,3.0,4.0,0.009,3.0,6.0,0.006,3.0,16.0
16,17.0,0.015,3.0,4.0,0.008,3.0,6.0,0.005,3.0,17.0
17,18.0,0.014,3.0,5.0,0.0086,3.0,6.0,0.005,3.0,18.0
18,19.0,0.015,3.0,4.0,0.009,3.0,5.0,0.005,3.0,18.0
19,20.0,0.0143,3.0,4.0,0.009,3.0,6.0,0.006,3.0,17.0
20,21.0,0.015,4.0,5.0,0.0096,4.0,5.0,0.005,4.0,19.0
21,22.0,0.014,3.0,5.0,0.009,3.0,5.0,0.005,3.0,18.0
22,23.0,0.015,4.0,4.0,0.008,4.0,5.0,0.005,4.0,19.0
23,24.0,0.014,3.0,4.0,0.0094,3.0,5.0,0.005,3.0,20.0
24,25.0,0.013,4.0,4.0,0.008,4.0,6.0,0.005,4.0,16.0
25,26.0,0.014,3.0,4.0,0.009,3.0,7.0,0.0051,3.0,18.0
26,27.0,0.013,3.0,5.0,0.008,3.0,6.0,0.0055,3.0,20.0
27,28.0,0.012,3.0,5.0,0.008,3.0,6.0,0.005,3.0,16.0
28,29.0,0.015,4.0,5.0,0.0313,4.0,6.0,0.006,4.0,17.0
29,30.0,0.0135,4.0,4.0,0.008,4.0,6.0,0.005,4.0,15.0
30,31.0,0.012,3.0,4.0,0.008,3.0,5.0,0.005,3.0,18.0
31,32.0,0.013,3.0,5.0,0.008,3.0,5.0,0.006,3.0,17.0
32,33.0,0.014,4.0,4.0,0.0085,4.0,6.0,0.006,4.0,19.0
