iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
1.0,3.3605,4.0,6.0,2.6727,4.0,8.0,0.0833,4.0,31.0
2.0,3.4127,4.0,6.0,2.3452,4.0,7.0,0.0794,4.0,35.0
3.0,3.59,4.0,5.0,2.4759,4.0,7.0,0.0749,4.0,36.0
4.0,2.68,4.0,5.0,1.8896,4.0,7.0,0.0681,4.0,36.0
5.0,3.2484,4.0,6.0,2.1018,4.0,7.0,0.0747,4.0,34.0
6.0,3.1876,4.0,6.0,2.1218,4.0,8.0,0.0838,4.0,34.0
7.0,2.9928,3.0,6.0,2.03,3.0,7.0,0.0627,3.0,34.0
8.0,3.889,4.0,5.0,2.6279,4.0,7.0,0.075,4.0,32.0
9.0,3.0007,4.0,6.0,1.9473,4.0,6.0,0.1301,4.0,38.0
10.0,3.3902,3.0,6.0,2.1989,3.0,9.0,0.0778,3.0,38.0
11.0,3.3606,4.0,6.0,2.2414,4.0,8.0,0.0745,4.0,40.0
12.0,3.4045,3.0,5.0,2.2863,3.0,7.0,0.0794,3.0,39.0
13.0,3.5717,4.0,6.0,2.3974,4.0,7.0,0.0783,4.0,39.0
14.0,3.3753,4.0,6.0,2.2277,4.0,9.0,0.0761,4.0,37.0
15.0,3.804,4.0,6.0,2.2743,4.0,8.0,0.0765,4.0,39.0
16.0,3.2794,4.0,6.0,2.1512,4.0,8.0,0.075,4.0,35.0
17.0,3.5634,4.0,6.0,2.3408,4.0,9.0,0.1412,4.0,34.0
18.0,3.4023,3.0,5.0,2.1868,3.0,8.0,0.071,3.0,37.0
19.0,3.7848,3.0,5.0,2.465,3.0,7.0,0.0762,3.0,34.0
20.0,3.1929,4.0,5.0,2.1312,4.0,7.0,0.0735,4.0,36.0
21.0,3.4578,3.0,5.0,2.3131,3.0,7.0,0.0745,3.0,31.0
22.0,3.4076,3.0,6.0,2.2499,3.0,8.0,0.0672,3.0,35.0
23.0,3.1479,4.0,5.0,2.1395,4.0,8.0,0.0758,4.0,38.0
24.0,3.0729,4.0,5.0,2.0046,4.0,7.0,0.0702,4.0,34.0
25.0,2.9516,4.0,5.0,1.9849,4.0,8.0,0.0741,4.0,35.0
26.0,3.1262,4.0,5.0,1.9992,4.0,9.0,0.074,4.0,36.0
27.0,3.4644,4.0,6.0,2.1657,4.0,10.0,0.0709,4.0,39.0
28.0,2.7721,3.0,6.0,1.7746,3.0,7.0,0.124,3.0,37.0
29.0,2.9117,3.0,6.0,1.8792,3.0,8.0,0.0691,3.0,33.0
30.0,3.0861,4.0,5.0,2.0834,4.0,7.0,0.0686,4.0,35.0
31.0,3.4069,4.0,6.0,2.2426,4.0,9.0,0.0706,4.0,37.0
32.0,3.2423,4.0,6.0,2.0222,4.0,7.0,0.1312,4.0,36.0
33.0,2.9386,3.0,5.0,1.9517,3.0,6.0,0.1327,3.0,37.0
