iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
1.0,0.5039,5.0,7.0,0.2829,5.0,9.0,0.0337,5.0,30.0
2.0,0.5034,4.0,7.0,0.3368,4.0,8.0,0.0361,4.0,27.0
3.0,0.5219,4.0,7.0,0.285,4.0,8.0,0.0337,4.0,28.0
4.0,0.4317,5.0,8.0,0.199,5.0,8.0,0.0284,5.0,30.0
5.0,0.4771,5.0,7.0,0.2625,5.0,8.0,0.0378,5.0,29.0
6.0,0.443,4.0,6.0,0.219,4.0,7.0,0.0325,4.0,26.0
7.0,0.4583,4.0,7.0,0.2572,4.0,8.0,0.0339,4.0,32.0
8.0,0.5133,4.0,7.0,0.2932,4.0,8.0,0.0354,4.0,29.0
9.0,0.4417,4.0,6.0,0.2392,4.0,11.0,0.0342,4.0,35.0
10.0,0.5357,4.0,7.0,0.2976,4.0,9.0,0.0325,4.0,31.0
11.0,0.4879,4.0,6.0,0.279,4.0,8.0,0.0781,4.0,29.0
12.0,0.9104,5.0,6.0,0.5492,5.0,7.0,0.0377,5.0,36.0
13.0,0.5352,4.0,6.0,0.2663,4.0,7.0,0.0368,4.0,36.0
14.0,0.4486,4.0,7.0,0.248,4.0,9.0,0.0322,4.0,32.0
15.0,0.5841,4.0,7.0,0.3198,4.0,7.0,0.0369,4.0,33.0
16.0,0.4526,4.0,7.0,0.2473,4.0,9.0,0.0357,4.0,35.0
17.0,0.514,4.0,7.0,0.2819,4.0,10.0,0.0336,4.0,27.0
18.0,0.4907,5.0,6.0,0.3288,5.0,7.0,0.0346,5.0,28.0
19.0,0.4791,4.0,6.0,0.2787,4.0,8.0,0.0304,4.0,26.0
20.0,0.5363,5.0,7.0,0.2734,5.0,8.0,0.0318,5.0,28.0
21.0,0.4106,4.0,7.0,0.2227,4.0,8.0,0.0282,4.0,20.0
22.0,0.4632,5.0,6.0,0.2599,5.0,7.0,0.0341,5.0,28.0
23.0,0.5314,5.0,7.0,0.3458,5.0,8.0,0.037,5.0,26.0
24.0,0.4249,4.0,7.0,0.2356,4.0,10.0,0.0324,4.0,31.0
25.0,0.44,4.0,6.0,0.2777,4.0,8.0,0.0295,4.0,28.0
26.0,0.4325,5.0,6.0,0.2464,5.0,9.0,0.0385,5.0,28.0
27.0,0.576,4.0,7.0,0.3001,4.0,9.0,0.0368,4.0,31.0
28.0,0.4873,4.0,6.0,0.3209,4.0,8.0,0.0328,4.0,29.0
29.0,0.4652,4.0,7.0,0.2548,4.0,10.0,0.0368,4.0,26.0
30.0,0.5787,4.0,7.0,0.3055,4.0,8.0,0.032,4.0,32.0
31.0,0.4715,4.0,6.0,0.262,4.0,7.0,0.0302,4.0,33.0
32.0,0.4501,4.0,6.0,0.2336,4.0,8.0,0.0312,4.0,29.0
33.0,0.5366,3.0,6.0,0.3091,3.0,7.0,0.0311,3.0,32.0
