iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
1.0,0.0366,5.0,6.0,0.0142,5.0,7.0,0.006,5.0,13.0
2.0,0.0335,5.0,7.0,0.0153,5.0,7.0,0.0069,5.0,15.0
3.0,0.0255,5.0,6.0,0.014,5.0,9.0,0.0069,5.0,18.0
4.0,0.0385,5.0,6.0,0.02,5.0,7.0,0.006,5.0,19.0
5.0,0.0325,4.0,6.0,0.0124,4.0,8.0,0.0059,4.0,16.0
6.0,0.0369,5.0,6.0,0.0157,5.0,7.0,0.0058,5.0,18.0
7.0,0.0332,5.0,7.0,0.0164,5.0,9.0,0.0077,5.0,15.0
8.0,0.0413,5.0,6.0,0.0147,5.0,7.0,0.0061,5.0,15.0
9.0,0.0332,5.0,7.0,0.0249,5.0,9.0,0.0114,5.0,17.0
10.0,0.0817,4.0,7.0,0.0355,4.0,8.0,0.0137,4.0,17.0
11.0,0.0465,4.0,6.0,0.0215,4.0,8.0,0.0109,4.0,17.0
12.0,0.0549,6.0,6.0,0.0245,6.0,7.0,0.0111,6.0,12.0
13.0,0.0613,4.0,6.0,0.0262,4.0,9.0,0.0103,4.0,15.0
14.0,0.0654,6.0,6.0,0.0295,6.0,8.0,0.0124,6.0,16.0
15.0,0.0665,5.0,6.0,0.029,5.0,7.0,0.013,5.0,15.0
16.0,0.0638,5.0,8.0,0.0254,5.0,10.0,0.01,5.0,19.0
17.0,0.0563,5.0,5.0,0.0275,5.0,7.0,0.0107,5.0,14.0
18.0,0.0465,4.0,6.0,0.0272,4.0,9.0,0.0066,4.0,17.0
19.0,0.0399,5.0,6.0,0.0173,5.0,7.0,0.0073,5.0,17.0
20.0,0.0317,4.0,5.0,0.0153,4.0,7.0,0.0069,4.0,15.0
21.0,0.0328,4.0,6.0,0.0136,4.0,7.0,0.006,4.0,17.0
22.0,0.0406,4.0,5.0,0.0186,4.0,7.0,0.0078,4.0,13.0
23.0,0.0337,4.0,6.0,0.0133,4.0,8.0,0.0055,4.0,18.0
24.0,0.0346,4.0,6.0,0.015,4.0,7.0,0.0053,4.0,18.0
25.0,0.0319,6.0,7.0,0.0133,6.0,9.0,0.0054,6.0,18.0
26.0,0.0318,6.0,7.0,0.0147,6.0,8.0,0.0063,6.0,19.0
27.0,0.0371,4.0,7.0,0.0164,4.0,8.0,0.0075,4.0,16.0
28.0,0.0579,4.0,6.0,0.0112,4.0,7.0,0.0043,4.0,15.0
29.0,0.0352,7.0,6.0,0.0167,7.0,8.0,0.0084,7.0,18.0
30.0,0.0383,5.0,6.0,0.0168,5.0,8.0,0.0075,5.0,14.0
31.0,0.0314,5.0,6.0,0.0138,5.0,9.0,0.0063,5.0,16.0
32.0,0.0247,5.0,5.0,0.0113,5.0,6.0,0.006,5.0,14.0
33.0,0.0327,5.0,6.0,0.0148,5.0,7.0,0.0056,5.0,20.0
