,iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
0,1.0,0.819,2.0,3.0,0.5952,2.0,4.0,0.043,2.0,32.0
1,2.0,0.7965,2.0,3.0,0.5895,2.0,6.0,0.042,2.0,33.0
2,3.0,0.9165,2.0,3.0,0.6224,2.0,3.0,0.0408,2.0,34.0
3,4.0,0.7056,2.0,3.0,0.4879,2.0,4.0,0.0408,2.0,33.0
4,5.0,0.7196,2.0,3.0,0.5396,2.0,5.0,0.039,2.0,30.0
5,6.0,0.7342,2.0,3.0,0.5478,2.0,4.0,0.0425,2.0,32.0
6,7.0,0.8658,2.0,3.0,0.6075,2.0,4.0,0.0436,2.0,37.0
7,8.0,0.9477,2.0,3.0,0.7286,2.0,5.0,0.0463,2.0,29.0
8,9.0,0.773,2.0,3.0,0.5407,2.0,5.0,0.0432,2.0,37.0
9,10.0,0.9002,2.0,3.0,0.6234,2.0,4.0,0.0448,2.0,29.0
10,11.0,0.8046,2.0,3.0,0.5652,2.0,4.0,0.0403,2.0,30.0
11,12.0,0.8892,2.0,2.0,0.7175,2.0,4.0,0.0438,2.0,30.0
12,13.0,0.96,2.0,3.0,0.6519,2.0,4.0,0.0396,2.0,28.0
13,14.0,0.8221,2.0,3.0,0.5951,2.0,5.0,0.042,2.0,37.0
14,15.0,0.9714,2.0,3.0,0.6919,2.0,4.0,0.0436,2.0,35.0
15,16.0,0.9456,2.0,3.0,0.6501,2.0,5.0,0.0491,2.0,33.0
16,17.0,0.9215,2.0,3.0,0.6781,2.0,4.0,0.0454,2.0,32.0
17,18.0,0.8553,2.0,3.0,0.5648,2.0,3.0,0.0423,2.0,26.0
18,19.0,0.9207,2.0,3.0,0.6196,2.0,4.0,0.0443,2.0,33.0
19,20.0,0.7817,2.0,4.0,0.5891,2.0,4.0,0.0408,2.0,28.0
20,21.0,0.7184,2.0,4.0,0.4916,2.0,6.0,0.0396,2.0,33.0
21,22.0,0.8501,2.0,3.0,0.5764,2.0,4.0,0.0403,2.0,26.0
22,23.0,0.8715,2.0,4.0,0.7541,2.0,6.0,0.0421,2.0,31.0
23,24.0,1.0426,3.0,3.0,0.6832,3.0,5.0,0.0439,3.0,36.0
24,25.0,0.7688,2.0,3.0,0.5575,2.0,5.0,0.0435,2.0,37.0
25,26.0,0.6894,2.0,3.0,0.4642,2.0,5.0,0.0407,2.0,29.0
26,27.0,0.7954,2.0,4.0,0.5876,2.0,6.0,0.0552,2.0,34.0
27,28.0,0.8886,2.0,4.0,0.6485,2.0,5.0,0.0782,2.0,28.0
28,29.0,0.9199,2.0,3.0,0.6017,2.0,4.0,0.0396,2.0,32.0
29,30.0,0.9427,2.0,3.0,0.7637,2.0,4.0,0.0434,2.0,33.0
30,31.0,0.8656,2.0,3.0,0.646,2.0,3.0,0.0394,2.0,33.0
31,32.0,0.6775,2.0,3.0,0.4696,2.0,4.0,0.0402,2.0,26.0
