,iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
0,1.0,0.3218,2.0,3.0,0.26,2.0,3.0,0.008,2.0,20.0
1,2.0,0.3096,2.0,2.0,0.2163,2.0,5.0,0.014,2.0,22.0
2,3.0,0.3588,2.0,3.0,0.2417,2.0,4.0,0.0141,2.0,24.0
3,4.0,0.2784,2.0,2.0,0.2042,2.0,3.0,0.013,2.0,19.0
4,5.0,0.2784,2.0,3.0,0.2258,2.0,4.0,0.0109,2.0,18.0
5,6.0,0.2825,2.0,3.0,0.204,2.0,4.0,0.013,2.0,24.0
6,7.0,0.3025,2.0,3.0,0.2401,2.0,4.0,0.014,2.0,23.0
7,8.0,0.377,2.0,3.0,0.2766,2.0,4.0,0.0146,2.0,22.0
8,9.0,0.298,2.0,3.0,0.2451,2.0,4.0,0.0126,2.0,23.0
9,10.0,0.3626,2.0,3.0,0.2603,2.0,4.0,0.014,2.0,22.0
10,11.0,0.3201,2.0,2.0,0.2603,2.0,3.0,0.0131,2.0,21.0
11,12.0,0.3475,2.0,2.0,0.2542,2.0,3.0,0.0129,2.0,21.0
12,13.0,0.3585,2.0,3.0,0.2598,2.0,4.0,0.0133,2.0,19.0
13,14.0,0.3338,2.0,3.0,0.24,2.0,4.0,0.0131,2.0,22.0
14,15.0,0.3719,2.0,3.0,0.2573,2.0,3.0,0.0159,2.0,27.0
15,16.0,0.3704,2.0,3.0,0.2688,2.0,5.0,0.0128,2.0,21.0
16,17.0,0.3855,2.0,3.0,0.2662,2.0,3.0,0.0135,2.0,22.0
17,18.0,0.3259,2.0,2.0,0.2585,2.0,3.0,0.012,2.0,16.0
18,19.0,0.3767,2.0,3.0,0.257,2.0,3.0,0.0136,2.0,20.0
19,20.0,0.3436,2.0,3.0,0.2467,2.0,4.0,0.0131,2.0,16.0
20,21.0,0.295,2.0,4.0,0.2051,2.0,6.0,0.0137,2.0,22.0
21,22.0,0.3296,2.0,3.0,0.2398,2.0,3.0,0.0132,2.0,17.0
22,23.0,0.3857,2.0,3.0,0.2615,2.0,5.0,0.0132,2.0,22.0
23,24.0,0.3713,2.0,3.0,0.2763,2.0,4.0,0.0131,2.0,23.0
24,25.0,0.3221,2.0,3.0,0.2155,2.0,4.0,0.0136,2.0,23.0
25,26.0,0.2511,2.0,3.0,0.1779,2.0,3.0,0.0121,2.0,21.0
26,27.0,0.3411,2.0,3.0,0.2257,2.0,4.0,0.0122,2.0,21.0
27,28.0,0.3037,2.0,3.0,0.2194,2.0,5.0,0.0125,2.0,21.0
28,29.0,0.3284,2.0,3.0,0.2735,2.0,4.0,0.0124,2.0,23.0
29,30.0,0.3508,2.0,3.0,0.2704,2.0,3.0,0.016,2.0,22.0
30,31.0,0.367,2.0,2.0,0.2393,2.0,2.0,0.0118,2.0,16.0
31,32.0,0.2448,2.0,3.0,0.1726,2.0,5.0,0.012,2.0,17.0
