iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
1.0,1.3857,4.0,6.0,0.9297,4.0,8.0,0.0513,4.0,27.0
2.0,1.8426,5.0,7.0,1.2784,5.0,9.0,0.0696,5.0,36.0
3.0,1.5213,4.0,6.0,1.0401,4.0,8.0,0.0525,4.0,30.0
4.0,1.0729,4.0,6.0,0.7265,4.0,9.0,0.0541,4.0,26.0
5.0,1.3687,4.0,6.0,0.8454,4.0,8.0,0.0508,4.0,31.0
6.0,1.3141,4.0,6.0,0.861,4.0,7.0,0.0561,4.0,33.0
7.0,1.2841,3.0,6.0,0.7834,3.0,8.0,0.0496,3.0,27.0
8.0,1.5448,4.0,6.0,0.9778,4.0,7.0,0.105,4.0,30.0
9.0,1.3182,5.0,7.0,0.9225,5.0,9.0,0.0515,5.0,32.0
10.0,1.435,4.0,6.0,0.9102,4.0,9.0,0.0541,4.0,29.0
11.0,1.3766,4.0,6.0,0.9592,4.0,8.0,0.0554,4.0,30.0
12.0,1.3479,4.0,7.0,0.9089,4.0,8.0,0.0575,4.0,32.0
13.0,1.4366,4.0,6.0,0.9006,4.0,7.0,0.1018,4.0,33.0
14.0,1.3697,5.0,7.0,0.9574,5.0,9.0,0.0584,5.0,36.0
15.0,1.448,4.0,7.0,0.9263,4.0,10.0,0.0552,4.0,34.0
16.0,1.2477,5.0,7.0,0.8448,5.0,8.0,0.0559,5.0,30.0
17.0,1.5684,5.0,6.0,0.9847,5.0,8.0,0.0615,5.0,28.0
18.0,1.4189,4.0,6.0,0.9231,4.0,8.0,0.1097,4.0,26.0
19.0,1.4715,4.0,7.0,1.0125,4.0,8.0,0.0568,4.0,31.0
20.0,1.4557,4.0,7.0,0.9033,4.0,10.0,0.1044,4.0,29.0
21.0,1.5352,4.0,6.0,0.9574,4.0,8.0,0.0571,4.0,30.0
22.0,1.4812,4.0,6.0,0.9101,4.0,9.0,0.0524,4.0,31.0
23.0,1.2565,4.0,6.0,0.8875,4.0,7.0,0.0567,4.0,32.0
24.0,1.2884,4.0,6.0,0.7985,4.0,9.0,0.0578,4.0,32.0
25.0,1.2378,4.0,7.0,0.8453,4.0,9.0,0.0564,4.0,32.0
26.0,1.2627,4.0,7.0,0.8446,4.0,9.0,0.0529,4.0,30.0
27.0,1.4699,4.0,7.0,0.9091,4.0,9.0,0.0561,4.0,30.0
28.0,1.2474,4.0,7.0,0.8242,4.0,8.0,0.0511,4.0,30.0
29.0,1.2731,4.0,7.0,0.7762,4.0,8.0,0.0562,4.0,33.0
30.0,1.2879,4.0,6.0,0.8115,4.0,7.0,0.0512,4.0,35.0
31.0,1.4443,4.0,6.0,0.995,4.0,9.0,0.0597,4.0,31.0
32.0,1.3739,5.0,6.0,0.8349,5.0,8.0,0.0624,5.0,35.0
33.0,1.2615,4.0,6.0,0.7847,4.0,8.0,0.1009,4.0,24.0
