iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
1.0,2.2116,4.0,6.0,1.1903,4.0,9.0,0.1101,4.0,64.0
2.0,2.2701,4.0,7.0,1.226,4.0,9.0,0.1048,4.0,61.0
3.0,2.5922,4.0,7.0,1.6491,4.0,9.0,0.2369,4.0,68.0
4.0,1.7598,5.0,7.0,0.9621,5.0,10.0,0.104,5.0,69.0
5.0,2.295,4.0,6.0,1.2523,4.0,8.0,0.1225,4.0,69.0
6.0,1.9285,4.0,7.0,1.0559,4.0,8.0,0.1052,4.0,67.0
7.0,2.1205,4.0,7.0,1.1539,4.0,9.0,0.1047,4.0,66.0
8.0,2.3431,4.0,6.0,1.2575,4.0,8.0,0.111,4.0,59.0
9.0,2.1083,4.0,6.0,1.1307,4.0,9.0,0.1051,4.0,62.0
10.0,2.4865,4.0,7.0,1.3525,4.0,9.0,0.1036,4.0,54.0
11.0,2.142,4.0,7.0,1.2007,4.0,9.0,0.1091,4.0,57.0
12.0,2.5278,4.0,6.0,1.384,4.0,8.0,0.1079,4.0,66.0
13.0,2.2271,4.0,6.0,1.1234,4.0,9.0,0.1098,4.0,66.0
14.0,2.1943,4.0,7.0,1.2048,4.0,9.0,0.1151,4.0,68.0
15.0,2.5538,4.0,6.0,1.3126,4.0,7.0,0.1138,4.0,67.0
16.0,2.074,4.0,7.0,1.1031,4.0,9.0,0.111,4.0,70.0
17.0,2.2164,5.0,6.0,1.2447,5.0,10.0,0.109,5.0,60.0
18.0,2.1522,4.0,7.0,1.2116,4.0,9.0,0.1146,4.0,60.0
19.0,2.3816,4.0,7.0,1.2805,4.0,8.0,0.1127,4.0,67.0
20.0,2.262,5.0,6.0,1.1983,5.0,9.0,0.1687,5.0,68.0
21.0,2.1343,4.0,7.0,1.1125,4.0,9.0,0.1086,4.0,62.0
22.0,2.2007,4.0,7.0,1.1917,4.0,8.0,0.109,4.0,63.0
23.0,2.5073,4.0,7.0,1.3223,4.0,10.0,0.1111,4.0,64.0
24.0,2.1654,4.0,6.0,1.1334,4.0,9.0,0.1147,4.0,69.0
25.0,2.1588,4.0,7.0,1.1525,4.0,9.0,0.1076,4.0,67.0
26.0,2.1218,4.0,6.0,1.0834,4.0,10.0,0.113,4.0,62.0
27.0,2.6044,4.0,7.0,1.3247,4.0,8.0,0.1099,4.0,64.0
28.0,2.0568,4.0,7.0,1.1745,4.0,9.0,0.1096,4.0,64.0
29.0,2.3418,4.0,7.0,1.2102,4.0,9.0,0.1266,4.0,66.0
30.0,2.4881,4.0,7.0,1.2725,4.0,10.0,0.112,4.0,65.0
31.0,2.2788,4.0,6.0,1.1543,4.0,9.0,0.1675,4.0,60.0
32.0,1.9209,4.0,7.0,1.0181,4.0,9.0,0.1646,4.0,63.0
33.0,2.49,4.0,7.0,1.3325,4.0,10.0,0.1072,4.0,64.0
