iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
1.0,0.0545,6.0,9.0,0.0273,6.0,10.0,0.0145,6.0,25.0
2.0,0.0524,5.0,9.0,0.0264,5.0,9.0,0.0155,5.0,20.0
3.0,0.0501,6.0,7.0,0.0253,6.0,8.0,0.0147,6.0,27.0
4.0,0.0533,5.0,9.0,0.024,5.0,10.0,0.0115,5.0,22.0
5.0,0.045,5.0,7.0,0.0235,5.0,8.0,0.0146,5.0,25.0
6.0,0.0637,6.0,8.0,0.0296,6.0,8.0,0.0169,6.0,27.0
7.0,0.0498,6.0,8.0,0.0275,6.0,9.0,0.0177,6.0,23.0
8.0,0.0547,6.0,9.0,0.0274,6.0,9.0,0.0157,6.0,23.0
9.0,0.0639,6.0,11.0,0.0285,6.0,12.0,0.0169,6.0,27.0
10.0,0.0567,5.0,8.0,0.028,5.0,9.0,0.0169,5.0,27.0
11.0,0.0545,5.0,8.0,0.0222,5.0,8.0,0.0122,5.0,23.0
12.0,0.0647,5.0,7.0,0.0322,5.0,10.0,0.016,5.0,29.0
13.0,0.0677,5.0,7.0,0.0258,5.0,7.0,0.0127,5.0,22.0
14.0,0.1011,5.0,6.0,0.036,5.0,8.0,0.0183,5.0,25.0
15.0,0.0615,5.0,7.0,0.0281,5.0,9.0,0.0143,5.0,21.0
16.0,0.0543,6.0,9.0,0.026,6.0,12.0,0.0157,6.0,26.0
17.0,0.0649,6.0,8.0,0.0273,6.0,9.0,0.0149,6.0,27.0
18.0,0.0648,5.0,7.0,0.0339,5.0,10.0,0.0192,5.0,22.0
19.0,0.0641,5.0,9.0,0.0267,5.0,10.0,0.0142,5.0,27.0
20.0,0.0484,4.0,8.0,0.0227,4.0,9.0,0.012,4.0,22.0
21.0,0.0653,5.0,8.0,0.024,5.0,11.0,0.0122,5.0,22.0
22.0,0.0475,5.0,8.0,0.0257,5.0,8.0,0.0162,5.0,20.0
23.0,0.0715,5.0,7.0,0.0255,5.0,8.0,0.0125,5.0,26.0
24.0,0.0519,6.0,8.0,0.0263,6.0,9.0,0.0176,6.0,22.0
25.0,0.0678,5.0,8.0,0.0272,5.0,10.0,0.0128,5.0,27.0
26.0,0.0436,7.0,8.0,0.0228,7.0,11.0,0.0141,7.0,26.0
27.0,0.0596,5.0,8.0,0.0252,5.0,9.0,0.0118,5.0,23.0
28.0,0.0954,6.0,8.0,0.0278,6.0,9.0,0.0153,6.0,24.0
29.0,0.0565,7.0,6.0,0.0311,7.0,8.0,0.0193,7.0,25.0
30.0,0.0635,6.0,9.0,0.0318,6.0,10.0,0.0167,6.0,24.0
31.0,0.0645,5.0,6.0,0.0296,5.0,8.0,0.014,5.0,24.0
32.0,0.0438,5.0,7.0,0.0235,5.0,8.0,0.0158,5.0,20.0
33.0,0.065,5.0,6.0,0.0292,5.0,7.0,0.013,5.0,27.0
