iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
1.0,2.6964,4.0,8.0,1.592,4.0,12.0,0.2599,4.0,75.0
2.0,2.5662,4.0,8.0,1.4904,4.0,9.0,0.3276,4.0,67.0
3.0,3.3906,5.0,8.0,1.6036,5.0,11.0,0.271,5.0,77.0
4.0,2.3034,5.0,8.0,1.3291,5.0,10.0,0.2554,5.0,77.0
5.0,2.3965,5.0,7.0,1.3835,5.0,9.0,0.2605,5.0,65.0
6.0,2.2679,5.0,8.0,1.3351,5.0,11.0,0.2631,5.0,70.0
7.0,2.531,5.0,8.0,1.4819,5.0,10.0,0.3305,5.0,63.0
8.0,2.8255,5.0,8.0,1.6512,5.0,12.0,0.2727,5.0,71.0
9.0,2.4724,4.0,8.0,1.4404,4.0,12.0,0.2594,4.0,73.0
10.0,2.8619,4.0,8.0,1.697,4.0,12.0,0.316,4.0,84.0
11.0,2.4958,4.0,8.0,1.5001,4.0,10.0,0.3174,4.0,77.0
12.0,3.1655,5.0,7.0,1.8593,5.0,9.0,0.2697,5.0,74.0
13.0,2.6746,5.0,7.0,1.4629,5.0,11.0,0.3404,5.0,78.0
14.0,2.6177,4.0,8.0,1.5184,4.0,11.0,0.2703,4.0,79.0
15.0,2.9028,4.0,8.0,1.7479,4.0,12.0,0.3282,4.0,74.0
16.0,2.6187,5.0,8.0,1.5311,5.0,10.0,0.2798,5.0,83.0
17.0,2.5399,5.0,8.0,1.4835,5.0,11.0,0.2644,5.0,78.0
18.0,2.576,5.0,8.0,1.4854,5.0,10.0,0.3327,5.0,73.0
19.0,2.8208,4.0,8.0,1.6146,4.0,10.0,0.2513,4.0,79.0
20.0,2.5709,5.0,7.0,1.5062,5.0,9.0,0.258,5.0,62.0
21.0,2.2547,5.0,8.0,1.313,5.0,9.0,0.2414,5.0,73.0
22.0,2.5835,5.0,8.0,1.4345,5.0,11.0,0.3349,5.0,70.0
23.0,2.8145,4.0,8.0,1.6259,4.0,10.0,0.2771,4.0,76.0
24.0,2.637,5.0,8.0,1.4501,5.0,10.0,0.3307,5.0,67.0
25.0,2.5785,5.0,8.0,1.4861,5.0,12.0,0.277,5.0,73.0
26.0,2.4026,5.0,9.0,1.3903,5.0,9.0,0.2719,5.0,70.0
27.0,3.0318,4.0,9.0,1.7928,4.0,12.0,0.2851,4.0,75.0
28.0,2.6025,5.0,8.0,1.5244,5.0,9.0,0.3233,5.0,73.0
29.0,2.5175,5.0,8.0,1.4112,5.0,12.0,0.3417,5.0,68.0
30.0,3.0104,5.0,9.0,1.7721,5.0,12.0,0.2679,5.0,73.0
31.0,2.7407,5.0,8.0,1.5919,5.0,10.0,0.275,5.0,73.0
32.0,2.4982,4.0,8.0,1.4493,4.0,12.0,0.2751,4.0,78.0
33.0,3.0464,4.0,8.0,1.7703,4.0,11.0,0.253,4.0,67.0
