iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
1.0,0.1758,4.0,6.0,0.0842,4.0,7.0,0.0181,4.0,22.0
2.0,0.1503,4.0,6.0,0.0745,4.0,8.0,0.0189,4.0,26.0
3.0,0.219,4.0,7.0,0.09,4.0,10.0,0.0211,4.0,32.0
4.0,0.1706,5.0,7.0,0.0759,5.0,8.0,0.0205,5.0,29.0
5.0,0.2239,5.0,7.0,0.159,5.0,7.0,0.0456,5.0,31.0
6.0,0.2725,4.0,7.0,0.1275,4.0,8.0,0.0371,4.0,25.0
7.0,0.2938,4.0,7.0,0.0901,4.0,10.0,0.0241,4.0,29.0
8.0,0.3042,4.0,7.0,0.1043,4.0,10.0,0.0295,4.0,31.0
9.0,0.1756,5.0,7.0,0.0934,5.0,8.0,0.0223,5.0,26.0
10.0,0.1782,5.0,7.0,0.096,5.0,8.0,0.0198,5.0,27.0
11.0,0.1512,5.0,7.0,0.0823,5.0,7.0,0.021,5.0,29.0
12.0,0.1763,4.0,7.0,0.097,4.0,9.0,0.0199,4.0,29.0
13.0,0.2515,4.0,7.0,0.0946,4.0,8.0,0.0202,4.0,27.0
14.0,0.1661,4.0,7.0,0.0807,4.0,9.0,0.0184,4.0,28.0
15.0,0.1588,4.0,7.0,0.0884,4.0,8.0,0.0203,4.0,28.0
16.0,0.1645,5.0,7.0,0.0891,5.0,9.0,0.0233,5.0,29.0
17.0,0.1669,4.0,7.0,0.0874,4.0,9.0,0.0187,4.0,30.0
18.0,0.187,4.0,6.0,0.0801,4.0,10.0,0.0176,4.0,29.0
19.0,0.2077,4.0,6.0,0.0953,4.0,8.0,0.0186,4.0,27.0
20.0,0.1388,4.0,6.0,0.0716,4.0,9.0,0.0195,4.0,24.0
21.0,0.1512,4.0,7.0,0.0769,4.0,9.0,0.0185,4.0,29.0
22.0,0.1337,3.0,6.0,0.0748,3.0,7.0,0.0191,3.0,22.0
23.0,0.2106,4.0,7.0,0.0795,4.0,8.0,0.0174,4.0,24.0
24.0,0.1655,4.0,6.0,0.088,4.0,7.0,0.0197,4.0,28.0
25.0,0.1651,4.0,6.0,0.0906,4.0,6.0,0.0198,4.0,26.0
26.0,0.1285,5.0,8.0,0.0641,5.0,10.0,0.0235,5.0,30.0
27.0,0.1584,3.0,7.0,0.0799,3.0,8.0,0.0179,3.0,24.0
28.0,0.1487,5.0,7.0,0.0766,5.0,9.0,0.0172,5.0,30.0
29.0,0.2058,5.0,8.0,0.0809,5.0,9.0,0.0201,5.0,33.0
30.0,0.1871,4.0,7.0,0.0937,4.0,8.0,0.0216,4.0,28.0
31.0,0.1694,5.0,6.0,0.0895,5.0,8.0,0.022,5.0,28.0
32.0,0.1266,5.0,7.0,0.0627,5.0,9.0,0.022,5.0,30.0
33.0,0.1683,4.0,6.0,0.084,4.0,7.0,0.0214,4.0,29.0
