iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
1.0,2.1778,5.0,7.0,1.0881,5.0,11.0,0.2513,5.0,78.0
2.0,2.3163,4.0,8.0,1.0594,4.0,13.0,0.1415,4.0,77.0
3.0,2.2435,5.0,8.0,1.1948,5.0,12.0,0.1314,5.0,76.0
4.0,1.5863,5.0,9.0,0.8029,5.0,11.0,0.1242,5.0,78.0
5.0,2.148,4.0,8.0,1.0502,4.0,12.0,0.137,4.0,75.0
6.0,1.5841,4.0,8.0,0.9005,4.0,12.0,0.121,4.0,77.0
7.0,1.8922,4.0,8.0,1.0263,4.0,12.0,0.1215,4.0,76.0
8.0,1.9496,4.0,8.0,1.079,4.0,12.0,0.1333,4.0,79.0
9.0,1.7839,4.0,8.0,0.867,4.0,11.0,0.1244,4.0,69.0
10.0,2.2168,5.0,8.0,1.0428,5.0,12.0,0.123,5.0,78.0
11.0,1.931,5.0,8.0,0.9664,5.0,13.0,0.1331,5.0,78.0
12.0,2.3899,5.0,8.0,1.1543,5.0,12.0,0.127,5.0,74.0
13.0,1.9296,4.0,8.0,0.9326,4.0,12.0,0.1274,4.0,79.0
14.0,1.9898,4.0,9.0,0.966,4.0,14.0,0.1292,4.0,80.0
15.0,2.2208,4.0,8.0,1.2037,4.0,11.0,0.1335,4.0,76.0
16.0,1.8411,4.0,8.0,1.0063,4.0,12.0,0.1232,4.0,78.0
17.0,1.9717,4.0,8.0,1.063,4.0,12.0,0.1323,4.0,73.0
18.0,1.9566,5.0,8.0,1.0484,5.0,13.0,0.1335,5.0,77.0
19.0,2.1111,4.0,8.0,1.1097,4.0,14.0,0.124,4.0,73.0
20.0,1.894,5.0,8.0,1.014,5.0,13.0,0.1291,5.0,71.0
21.0,1.9235,4.0,8.0,0.9252,4.0,11.0,0.1256,4.0,64.0
22.0,2.0909,5.0,8.0,1.0339,5.0,12.0,0.2019,5.0,74.0
23.0,2.112,5.0,8.0,1.1686,5.0,12.0,0.1464,5.0,78.0
24.0,1.9691,4.0,8.0,0.9719,4.0,12.0,0.1996,4.0,72.0
25.0,2.1591,4.0,8.0,1.0341,4.0,12.0,0.1734,4.0,74.0
26.0,1.7555,5.0,8.0,0.9282,5.0,12.0,0.1223,5.0,68.0
27.0,2.1221,4.0,8.0,1.1397,4.0,12.0,0.1351,4.0,71.0
28.0,1.9723,5.0,8.0,1.0539,5.0,12.0,0.1526,5.0,68.0
29.0,2.3554,5.0,8.0,1.3512,5.0,13.0,0.1647,5.0,66.0
30.0,1.9957,5.0,8.0,1.2217,5.0,10.0,0.1613,5.0,78.0
31.0,2.0485,5.0,8.0,1.1004,5.0,10.0,0.1648,5.0,74.0
32.0,1.8749,5.0,8.0,0.8374,5.0,11.0,0.1194,5.0,66.0
33.0,2.1759,5.0,9.0,1.1207,5.0,14.0,0.1336,5.0,77.0
