iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
1.0,7.2274,4.0,8.0,4.1801,4.0,10.0,0.4328,4.0,93.0
2.0,7.6826,4.0,8.0,4.5152,4.0,11.0,0.23,4.0,95.0
3.0,8.6033,5.0,8.0,4.9094,5.0,13.0,0.248,5.0,89.0
4.0,6.2005,5.0,8.0,3.4522,5.0,14.0,0.2084,5.0,81.0
5.0,7.7899,5.0,8.0,4.3355,5.0,12.0,0.3057,5.0,87.0
6.0,7.1336,4.0,8.0,4.1717,4.0,12.0,0.2279,4.0,91.0
7.0,7.3503,4.0,8.0,4.1957,4.0,11.0,0.2187,4.0,88.0
8.0,7.9507,4.0,8.0,4.8282,4.0,13.0,0.2149,4.0,86.0
9.0,7.2145,4.0,8.0,3.9789,4.0,12.0,0.2205,4.0,80.0
10.0,8.1691,4.0,8.0,4.6237,4.0,12.0,0.2283,4.0,85.0
11.0,7.5204,5.0,8.0,4.4073,5.0,12.0,0.2127,5.0,82.0
12.0,7.8276,4.0,8.0,4.3824,4.0,13.0,0.2251,4.0,81.0
13.0,7.5597,4.0,8.0,4.2551,4.0,13.0,0.3118,4.0,88.0
14.0,7.5244,4.0,8.0,4.2958,4.0,12.0,0.2368,4.0,91.0
15.0,7.1186,4.0,8.0,4.2335,4.0,12.0,0.2316,4.0,85.0
16.0,7.0937,4.0,8.0,4.095,4.0,13.0,0.2198,4.0,89.0
17.0,7.8452,5.0,8.0,4.315,5.0,12.0,0.2319,5.0,91.0
18.0,7.3511,4.0,8.0,4.3161,4.0,11.0,0.2216,4.0,85.0
19.0,8.5091,4.0,8.0,4.6385,4.0,11.0,0.2179,4.0,80.0
20.0,7.3766,5.0,8.0,4.2663,5.0,12.0,0.3087,5.0,86.0
21.0,7.5935,5.0,8.0,4.3913,5.0,13.0,0.2293,5.0,88.0
22.0,7.74,4.0,8.0,4.6071,4.0,12.0,0.238,4.0,83.0
23.0,7.3755,4.0,8.0,4.1948,4.0,11.0,0.228,4.0,87.0
24.0,7.349,4.0,8.0,4.0207,4.0,13.0,0.2227,4.0,82.0
25.0,7.3911,4.0,8.0,4.3003,4.0,14.0,0.2271,4.0,88.0
26.0,7.2067,5.0,8.0,4.1404,5.0,10.0,0.2168,5.0,81.0
27.0,8.0239,4.0,8.0,4.463,4.0,12.0,0.3066,4.0,87.0
28.0,6.8644,5.0,8.0,3.9225,5.0,11.0,0.2185,5.0,80.0
29.0,7.4199,5.0,8.0,4.1533,5.0,12.0,0.3083,5.0,80.0
30.0,7.8294,5.0,8.0,4.192,5.0,13.0,0.2966,5.0,82.0
31.0,7.5723,4.0,8.0,4.3853,4.0,11.0,0.2322,4.0,90.0
32.0,7.4036,4.0,8.0,3.9795,4.0,12.0,0.2295,4.0,83.0
33.0,7.2658,5.0,8.0,4.1124,5.0,12.0,0.2258,5.0,82.0
