iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
1.0,0.3815,6.0,14.0,0.2133,6.0,16.0,0.0368,6.0,31.0
2.0,0.392,7.0,13.0,0.2409,7.0,16.0,0.0474,7.0,29.0
3.0,0.4258,7.0,14.0,0.2196,7.0,19.0,0.0463,7.0,35.0
4.0,0.3528,9.0,17.0,0.2103,9.0,22.0,0.0381,9.0,31.0
5.0,0.4065,7.0,13.0,0.2303,7.0,18.0,0.0561,7.0,33.0
6.0,0.4605,8.0,14.0,0.229,8.0,19.0,0.0496,8.0,34.0
7.0,0.3997,8.0,15.0,0.2032,8.0,19.0,0.0477,8.0,33.0
8.0,0.4311,6.0,13.0,0.2318,6.0,17.0,0.0415,6.0,32.0
9.0,0.3831,7.0,14.0,0.2195,7.0,18.0,0.0503,7.0,33.0
10.0,0.4224,7.0,13.0,0.2156,7.0,17.0,0.04,7.0,32.0
11.0,0.4543,7.0,12.0,0.229,7.0,17.0,0.041,7.0,31.0
12.0,0.4903,8.0,13.0,0.2403,8.0,15.0,0.0451,8.0,30.0
13.0,0.3857,7.0,14.0,0.2278,7.0,16.0,0.0436,7.0,32.0
14.0,0.4361,8.0,15.0,0.2186,8.0,21.0,0.0507,8.0,35.0
15.0,0.4087,7.0,13.0,0.2101,7.0,19.0,0.0886,7.0,36.0
16.0,0.5934,7.0,13.0,0.4238,7.0,16.0,0.1024,7.0,33.0
17.0,0.647,7.0,14.0,0.3311,7.0,18.0,0.0559,7.0,31.0
18.0,0.4467,7.0,12.0,0.2414,7.0,16.0,0.0452,7.0,32.0
19.0,0.4943,6.0,12.0,0.2454,6.0,15.0,0.0451,6.0,34.0
20.0,0.4294,8.0,13.0,0.2282,8.0,19.0,0.0446,8.0,32.0
21.0,0.3744,6.0,13.0,0.2051,6.0,16.0,0.042,6.0,33.0
22.0,0.4037,7.0,14.0,0.2203,7.0,20.0,0.0486,7.0,34.0
23.0,0.4402,7.0,15.0,0.2213,7.0,19.0,0.0518,7.0,32.0
24.0,0.3771,7.0,14.0,0.2018,7.0,20.0,0.089,7.0,35.0
25.0,0.3553,8.0,15.0,0.2033,8.0,21.0,0.0458,8.0,31.0
26.0,0.3763,9.0,12.0,0.2559,9.0,17.0,0.0477,9.0,33.0
27.0,0.4259,7.0,14.0,0.2121,7.0,19.0,0.043,7.0,35.0
28.0,0.3734,7.0,11.0,0.2515,7.0,17.0,0.045,7.0,31.0
29.0,0.4006,9.0,14.0,0.2372,9.0,17.0,0.0534,9.0,33.0
30.0,0.4103,6.0,13.0,0.1928,6.0,19.0,0.038,6.0,33.0
31.0,0.4483,8.0,15.0,0.2269,8.0,20.0,0.0463,8.0,34.0
32.0,0.3472,7.0,13.0,0.1842,7.0,18.0,0.038,7.0,29.0
33.0,0.3775,7.0,13.0,0.1973,7.0,18.0,0.0481,7.0,28.0
