iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
1.0,0.0565,17.0,46.0,0.0402,17.0,48.0,0.0315,17.0,63.0
2.0,0.0471,19.0,44.0,0.0362,19.0,46.0,0.0297,19.0,64.0
3.0,0.0473,16.0,34.0,0.0345,16.0,35.0,0.0296,16.0,48.0
4.0,0.0423,15.0,40.0,0.0302,15.0,46.0,0.028,15.0,56.0
5.0,0.0549,16.0,45.0,0.0374,16.0,47.0,0.0311,16.0,54.0
6.0,0.0423,15.0,37.0,0.0322,15.0,43.0,0.0275,15.0,55.0
7.0,0.0415,15.0,38.0,0.0289,15.0,41.0,0.0242,15.0,52.0
8.0,0.0465,14.0,40.0,0.033,14.0,42.0,0.0299,14.0,53.0
9.0,0.0488,18.0,36.0,0.034,18.0,39.0,0.0682,18.0,50.0
10.0,0.04,14.0,44.0,0.029,14.0,47.0,0.0219,14.0,61.0
11.0,0.0479,17.0,35.0,0.0353,17.0,38.0,0.0306,17.0,52.0
12.0,0.0503,15.0,37.0,0.0378,15.0,39.0,0.0344,15.0,52.0
13.0,0.0469,16.0,41.0,0.0337,16.0,44.0,0.0283,16.0,55.0
14.0,0.0404,13.0,32.0,0.0284,13.0,36.0,0.027,13.0,49.0
15.0,0.0475,18.0,50.0,0.0328,18.0,55.0,0.0271,18.0,64.0
16.0,0.0453,15.0,39.0,0.034,15.0,45.0,0.0294,15.0,57.0
17.0,0.0511,15.0,36.0,0.0368,15.0,43.0,0.0313,15.0,49.0
18.0,0.0427,15.0,36.0,0.0322,15.0,37.0,0.0284,15.0,56.0
19.0,0.0432,13.0,37.0,0.0292,13.0,40.0,0.0241,13.0,55.0
20.0,0.0438,14.0,36.0,0.0291,14.0,40.0,0.0674,14.0,53.0
21.0,0.048,17.0,45.0,0.0337,17.0,48.0,0.0276,17.0,59.0
22.0,0.0512,19.0,42.0,0.0393,19.0,44.0,0.0349,19.0,63.0
23.0,0.0429,17.0,45.0,0.0295,17.0,48.0,0.0244,17.0,57.0
24.0,0.0408,14.0,40.0,0.0288,14.0,43.0,0.0247,14.0,58.0
25.0,0.0426,12.0,43.0,0.0265,12.0,43.0,0.0216,12.0,59.0
26.0,0.0456,15.0,41.0,0.0331,15.0,45.0,0.0292,15.0,53.0
27.0,0.0453,15.0,39.0,0.0304,15.0,43.0,0.0253,15.0,52.0
28.0,0.0395,12.0,42.0,0.0271,12.0,44.0,0.023,12.0,54.0
29.0,0.0532,18.0,43.0,0.0375,18.0,45.0,0.0346,18.0,59.0
30.0,0.0522,14.0,47.0,0.036,14.0,51.0,0.0282,14.0,59.0
31.0,0.0461,14.0,40.0,0.0395,14.0,44.0,0.0256,14.0,56.0
32.0,0.0436,14.0,54.0,0.0499,14.0,55.0,0.0392,14.0,71.0
33.0,0.1793,13.0,42.0,0.0613,13.0,46.0,0.0516,13.0,56.0
