iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
1.0,0.0814,14.0,36.0,0.0589,14.0,40.0,0.0465,14.0,56.0
2.0,0.067,15.0,36.0,0.0466,15.0,42.0,0.0383,15.0,57.0
3.0,0.1031,13.0,39.0,0.0662,13.0,43.0,0.039,13.0,55.0
4.0,0.0673,14.0,39.0,0.0464,14.0,44.0,0.0379,14.0,67.0
5.0,0.0843,13.0,37.0,0.0495,13.0,40.0,0.081,13.0,56.0
6.0,0.0649,12.0,39.0,0.0447,12.0,42.0,0.0362,12.0,57.0
7.0,0.0741,13.0,32.0,0.0481,13.0,36.0,0.0382,13.0,52.0
8.0,0.0683,11.0,37.0,0.0575,11.0,42.0,0.0424,11.0,59.0
9.0,0.0844,14.0,34.0,0.0569,14.0,35.0,0.0427,14.0,53.0
10.0,0.1255,14.0,40.0,0.0932,14.0,42.0,0.0813,14.0,62.0
11.0,0.1382,14.0,38.0,0.093,14.0,41.0,0.0801,14.0,53.0
12.0,0.1353,13.0,34.0,0.0934,13.0,42.0,0.0883,13.0,53.0
13.0,0.1183,12.0,40.0,0.079,12.0,44.0,0.0588,12.0,63.0
14.0,0.0706,10.0,36.0,0.0488,10.0,41.0,0.0406,10.0,62.0
15.0,0.085,15.0,44.0,0.1133,15.0,47.0,0.0464,15.0,64.0
16.0,0.079,13.0,32.0,0.0556,13.0,35.0,0.0472,13.0,50.0
17.0,0.0752,12.0,35.0,0.0473,12.0,38.0,0.0401,12.0,51.0
18.0,0.0722,12.0,38.0,0.0501,12.0,40.0,0.0398,12.0,57.0
19.0,0.0628,13.0,34.0,0.0423,13.0,39.0,0.0343,13.0,57.0
20.0,0.0678,12.0,37.0,0.0485,12.0,42.0,0.0384,12.0,56.0
21.0,0.0719,14.0,36.0,0.0514,14.0,41.0,0.0433,14.0,56.0
22.0,0.0765,15.0,34.0,0.0492,15.0,37.0,0.041,15.0,52.0
23.0,0.0678,14.0,39.0,0.0462,14.0,42.0,0.0389,14.0,57.0
24.0,0.0687,12.0,36.0,0.0496,12.0,39.0,0.0395,12.0,53.0
25.0,0.1052,14.0,34.0,0.0453,14.0,39.0,0.0367,14.0,55.0
26.0,0.0689,13.0,38.0,0.0475,13.0,42.0,0.0389,13.0,56.0
27.0,0.0681,12.0,38.0,0.0461,12.0,40.0,0.0377,12.0,55.0
28.0,0.0609,11.0,38.0,0.0418,11.0,43.0,0.0346,11.0,59.0
29.0,0.072,14.0,37.0,0.0517,14.0,37.0,0.0423,14.0,54.0
30.0,0.0689,12.0,37.0,0.048,12.0,42.0,0.0411,12.0,59.0
31.0,0.0663,11.0,38.0,0.0452,11.0,41.0,0.0354,11.0,55.0
32.0,0.0663,12.0,41.0,0.0443,12.0,45.0,0.0363,12.0,69.0
33.0,0.0769,15.0,37.0,0.0511,15.0,41.0,0.0429,15.0,58.0
