iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
1.0,1.1955,23.0,104.0,1.0166,23.0,121.0,0.8958,23.0,179.0
2.0,1.0993,24.0,109.0,0.9693,24.0,125.0,0.8542,24.0,183.0
3.0,1.2332,22.0,106.0,1.6599,22.0,119.0,1.1418,22.0,184.0
4.0,1.0853,25.0,108.0,0.9555,25.0,122.0,0.8411,25.0,195.0
5.0,1.2339,22.0,105.0,1.0514,22.0,119.0,0.9318,22.0,181.0
6.0,1.1091,22.0,105.0,0.9735,22.0,123.0,0.861,22.0,183.0
7.0,1.1998,21.0,102.0,1.0219,21.0,118.0,0.9122,21.0,175.0
8.0,1.1674,20.0,107.0,0.9472,20.0,122.0,0.8887,20.0,181.0
9.0,1.1828,23.0,101.0,1.0348,23.0,119.0,0.9231,23.0,180.0
10.0,1.1846,23.0,103.0,1.0052,23.0,118.0,0.8508,23.0,182.0
11.0,1.2164,24.0,106.0,0.988,24.0,119.0,0.9152,24.0,187.0
12.0,1.1482,21.0,106.0,1.0082,21.0,120.0,0.8939,21.0,182.0
13.0,1.1876,23.0,105.0,1.008,23.0,120.0,0.8883,23.0,183.0
14.0,1.1736,22.0,110.0,0.9959,22.0,125.0,0.879,22.0,199.0
15.0,1.2671,23.0,110.0,0.9991,23.0,129.0,0.9597,23.0,191.0
16.0,1.2286,22.0,107.0,1.0491,22.0,119.0,0.9322,22.0,184.0
17.0,1.2527,25.0,105.0,1.026,25.0,122.0,0.8746,25.0,185.0
18.0,1.2083,24.0,107.0,1.0248,24.0,120.0,0.9009,24.0,194.0
19.0,1.1643,22.0,104.0,0.9834,22.0,123.0,0.8672,22.0,186.0
20.0,1.2579,24.0,104.0,1.0709,24.0,121.0,0.9532,24.0,180.0
21.0,1.2165,24.0,102.0,1.0371,24.0,116.0,0.919,24.0,186.0
22.0,1.158,25.0,105.0,0.986,25.0,123.0,0.8651,25.0,176.0
23.0,1.1845,22.0,103.0,1.0071,22.0,122.0,0.8865,22.0,185.0
24.0,1.1798,22.0,101.0,1.0,22.0,115.0,0.8878,22.0,175.0
25.0,1.2247,23.0,106.0,1.0348,23.0,123.0,0.9158,23.0,188.0
26.0,1.1775,24.0,100.0,1.0027,24.0,112.0,0.8841,24.0,170.0
27.0,1.155,22.0,104.0,0.988,22.0,131.0,0.8696,22.0,189.0
28.0,1.1234,23.0,107.0,0.9014,23.0,122.0,0.8238,23.0,184.0
29.0,1.2894,24.0,109.0,1.0612,24.0,123.0,0.8964,24.0,188.0
30.0,1.1922,22.0,102.0,1.0066,22.0,115.0,0.848,22.0,180.0
31.0,1.2132,22.0,101.0,1.0262,22.0,121.0,0.908,22.0,175.0
32.0,1.1622,22.0,104.0,0.944,22.0,117.0,0.8732,22.0,180.0
33.0,1.2679,23.0,105.0,1.0426,23.0,120.0,0.9244,23.0,179.0
