iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
1.0,0.4593,21.0,83.0,0.3336,21.0,94.0,0.3242,21.0,148.0
2.0,0.396,22.0,81.0,0.356,22.0,95.0,0.268,22.0,138.0
3.0,0.4423,20.0,86.0,0.3242,20.0,102.0,0.3161,20.0,141.0
4.0,0.3983,23.0,88.0,0.3574,23.0,100.0,0.3059,23.0,160.0
5.0,0.4301,19.0,85.0,0.3861,19.0,102.0,0.2976,19.0,144.0
6.0,0.3919,18.0,83.0,0.3129,18.0,96.0,0.3045,18.0,137.0
7.0,0.4482,19.0,83.0,0.3201,19.0,94.0,0.3145,19.0,140.0
8.0,0.4206,19.0,83.0,0.374,19.0,93.0,0.2835,19.0,136.0
9.0,0.4471,21.0,81.0,0.3672,21.0,91.0,0.2778,21.0,139.0
10.0,0.6322,21.0,84.0,0.6043,21.0,97.0,0.3524,21.0,140.0
11.0,0.4551,22.0,89.0,0.3283,22.0,96.0,0.3212,22.0,153.0
12.0,0.4075,19.0,86.0,0.3601,19.0,96.0,0.2711,19.0,146.0
13.0,0.3768,19.0,82.0,0.295,19.0,95.0,0.2911,19.0,139.0
14.0,0.4032,17.0,96.0,0.2915,17.0,107.0,0.238,17.0,158.0
15.0,0.4192,22.0,92.0,0.3734,22.0,103.0,0.2805,22.0,154.0
16.0,0.4609,20.0,84.0,0.3369,20.0,97.0,0.3303,20.0,139.0
17.0,0.4442,19.0,79.0,0.3204,19.0,89.0,0.3183,19.0,132.0
18.0,0.3878,18.0,85.0,0.3511,18.0,93.0,0.2644,18.0,144.0
19.0,0.4297,20.0,84.0,0.3098,20.0,96.0,0.3031,20.0,139.0
20.0,0.4661,20.0,88.0,0.3386,20.0,100.0,0.3332,20.0,148.0
21.0,0.4169,21.0,87.0,0.3734,21.0,101.0,0.327,21.0,145.0
22.0,0.3836,23.0,82.0,0.3404,23.0,93.0,0.2499,23.0,139.0
23.0,0.4486,20.0,85.0,0.3202,20.0,97.0,0.316,20.0,150.0
24.0,0.4024,20.0,80.0,0.3649,20.0,97.0,0.2748,20.0,132.0
25.0,0.4602,22.0,87.0,0.3725,22.0,101.0,0.2907,22.0,152.0
26.0,0.4399,21.0,86.0,0.3137,21.0,99.0,0.3085,21.0,142.0
27.0,0.4387,19.0,83.0,0.3168,19.0,96.0,0.3118,19.0,142.0
28.0,0.3805,21.0,86.0,0.3405,21.0,97.0,0.2441,21.0,144.0
29.0,0.4703,22.0,87.0,0.3435,22.0,96.0,0.3356,22.0,146.0
30.0,0.4069,18.0,81.0,0.3605,18.0,94.0,0.278,18.0,140.0
31.0,0.4232,20.0,82.0,0.3817,20.0,91.0,0.2873,20.0,141.0
32.0,0.4375,19.0,87.0,0.3086,19.0,102.0,0.3006,19.0,144.0
33.0,0.4244,21.0,82.0,0.3839,21.0,91.0,0.2933,21.0,138.0
