iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
1.0,0.5188,21.0,94.0,0.4233,21.0,111.0,0.3246,21.0,158.0
2.0,0.5051,24.0,92.0,0.4101,24.0,104.0,0.3131,24.0,160.0
3.0,0.5081,21.0,97.0,0.4203,21.0,110.0,0.3223,21.0,154.0
4.0,0.5004,23.0,99.0,0.4068,23.0,113.0,0.3059,23.0,176.0
5.0,0.5361,20.0,98.0,0.478,20.0,110.0,0.6719,20.0,164.0
6.0,0.5224,20.0,92.0,0.4018,20.0,100.0,0.3066,20.0,157.0
7.0,0.5021,20.0,91.0,0.4149,20.0,102.0,0.3168,20.0,153.0
8.0,0.5151,20.0,92.0,0.4255,20.0,106.0,0.3687,20.0,155.0
9.0,0.4762,23.0,92.0,0.4229,23.0,106.0,0.3696,23.0,158.0
10.0,0.4573,23.0,96.0,0.4109,23.0,112.0,0.3541,23.0,165.0
11.0,0.5134,24.0,102.0,0.3899,24.0,111.0,0.3656,24.0,170.0
12.0,0.5003,20.0,94.0,0.3694,20.0,110.0,0.3541,20.0,164.0
13.0,0.4759,21.0,95.0,0.3501,21.0,107.0,0.3392,21.0,161.0
14.0,0.4262,18.0,104.0,0.381,18.0,119.0,0.2802,18.0,179.0
15.0,0.4769,23.0,104.0,0.436,23.0,116.0,0.3331,23.0,175.0
16.0,0.5323,22.0,93.0,0.44,22.0,103.0,0.3877,22.0,160.0
17.0,0.4601,20.0,87.0,0.4179,20.0,97.0,0.3645,20.0,144.0
18.0,0.4495,20.0,94.0,0.4073,20.0,107.0,0.3052,20.0,164.0
19.0,0.4497,22.0,92.0,0.4011,22.0,108.0,0.3034,22.0,162.0
20.0,0.5294,22.0,97.0,0.4381,22.0,111.0,0.352,22.0,161.0
21.0,0.4787,21.0,98.0,0.4347,21.0,114.0,0.333,21.0,165.0
22.0,0.4351,25.0,94.0,0.3906,25.0,103.0,0.2934,25.0,155.0
23.0,0.5012,22.0,95.0,0.3692,22.0,111.0,0.3523,22.0,168.0
24.0,0.5018,22.0,87.0,0.3709,22.0,100.0,0.3625,22.0,150.0
25.0,0.5211,23.0,96.0,0.4247,23.0,107.0,0.3221,23.0,165.0
26.0,0.4989,23.0,93.0,0.4113,23.0,109.0,0.3093,23.0,156.0
27.0,0.485,21.0,93.0,0.3991,21.0,109.0,0.3052,21.0,156.0
28.0,0.4596,22.0,96.0,0.3348,22.0,111.0,0.3233,22.0,158.0
29.0,0.5313,23.0,99.0,0.4017,23.0,114.0,0.3835,23.0,167.0
30.0,0.4942,19.0,88.0,0.3665,19.0,105.0,0.3517,19.0,161.0
31.0,0.5073,22.0,91.0,0.3795,22.0,107.0,0.3657,22.0,153.0
32.0,0.4833,21.0,95.0,0.3576,21.0,111.0,0.3383,21.0,160.0
33.0,0.5292,23.0,92.0,0.3961,23.0,109.0,0.3807,23.0,156.0
