iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
1.0,0.0082,16.0,9.0,0.0058,16.0,11.0,0.0055,16.0,9.0
2.0,0.0142,24.0,13.0,0.0109,24.0,16.0,0.01,24.0,13.0
3.0,0.0104,19.0,11.0,0.0083,19.0,11.0,0.0076,19.0,11.0
4.0,0.009,17.0,12.0,0.0065,17.0,12.0,0.0061,17.0,12.0
5.0,0.0075,16.0,10.0,0.0058,16.0,10.0,0.005,16.0,10.0
6.0,0.0061,12.0,9.0,0.0042,12.0,9.0,0.0039,12.0,9.0
7.0,0.0055,12.0,8.0,0.0041,12.0,8.0,0.0038,12.0,8.0
8.0,0.0068,13.0,13.0,0.0048,13.0,13.0,0.0049,13.0,12.0
9.0,0.0108,18.0,12.0,0.0484,18.0,12.0,0.0068,18.0,12.0
10.0,0.005,11.0,9.0,0.0035,11.0,9.0,0.0029,11.0,9.0
11.0,0.0072,13.0,7.0,0.0051,13.0,8.0,0.0047,13.0,7.0
12.0,0.0092,17.0,11.0,0.0069,17.0,11.0,0.0059,17.0,11.0
13.0,0.0043,10.0,10.0,0.0027,10.0,10.0,0.0021,10.0,10.0
14.0,0.0059,12.0,11.0,0.0039,12.0,11.0,0.0034,12.0,11.0
15.0,0.0035,10.0,9.0,0.0018,10.0,9.0,0.0015,10.0,9.0
16.0,0.0114,20.0,11.0,0.009,20.0,13.0,0.0081,20.0,11.0
17.0,0.0064,13.0,8.0,0.0046,13.0,8.0,0.0042,13.0,8.0
18.0,0.0056,11.0,10.0,0.0034,11.0,10.0,0.0033,11.0,9.0
19.0,0.0063,13.0,12.0,0.004,13.0,12.0,0.0034,13.0,12.0
20.0,0.0058,12.0,9.0,0.004,12.0,9.0,0.004,12.0,9.0
21.0,0.0118,20.0,11.0,0.0087,20.0,13.0,0.008,20.0,11.0
22.0,0.0149,25.0,13.0,0.0119,25.0,16.0,0.0107,25.0,13.0
23.0,0.0044,12.0,12.0,0.0031,12.0,12.0,0.0023,12.0,12.0
24.0,0.0096,17.0,11.0,0.0078,17.0,11.0,0.0068,17.0,10.0
25.0,0.0089,16.0,10.0,0.0062,16.0,11.0,0.0058,16.0,9.0
26.0,0.0062,13.0,8.0,0.005,13.0,8.0,0.0046,13.0,8.0
27.0,0.0095,18.0,11.0,0.0066,18.0,12.0,0.0059,18.0,11.0
28.0,0.0061,13.0,9.0,0.0045,13.0,10.0,0.0041,13.0,9.0
29.0,0.0108,20.0,11.0,0.0084,20.0,13.0,0.0076,20.0,11.0
30.0,0.0058,12.0,11.0,0.0039,12.0,11.0,0.0032,12.0,11.0
31.0,0.0052,12.0,8.0,0.0033,12.0,8.0,0.003,12.0,8.0
32.0,0.0056,12.0,9.0,0.0034,12.0,9.0,0.003,12.0,9.0
33.0,0.0054,12.0,10.0,0.0039,12.0,10.0,0.0036,12.0,10.0
