iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
1.0,0.1169,5.0,9.0,0.0661,5.0,12.0,0.0462,5.0,33.0
2.0,0.1101,5.0,9.0,0.0634,5.0,11.0,0.0473,5.0,30.0
3.0,0.1112,5.0,9.0,0.0641,5.0,16.0,0.0471,5.0,36.0
4.0,0.1193,5.0,9.0,0.0688,5.0,13.0,0.0507,5.0,34.0
5.0,0.1146,5.0,9.0,0.0725,5.0,14.0,0.0934,5.0,34.0
6.0,0.1123,5.0,9.0,0.0654,5.0,12.0,0.0484,5.0,29.0
7.0,0.1101,5.0,9.0,0.064,5.0,15.0,0.0484,5.0,32.0
8.0,0.1149,5.0,9.0,0.0646,5.0,12.0,0.0481,5.0,33.0
9.0,0.1117,5.0,9.0,0.0669,5.0,13.0,0.0499,5.0,33.0
10.0,0.1131,5.0,9.0,0.0693,5.0,14.0,0.049,5.0,32.0
11.0,0.1099,5.0,9.0,0.0628,5.0,14.0,0.0469,5.0,36.0
12.0,0.1127,5.0,9.0,0.0648,5.0,15.0,0.0488,5.0,33.0
13.0,0.1084,5.0,9.0,0.0618,5.0,13.0,0.0453,5.0,32.0
14.0,0.1069,5.0,9.0,0.0628,5.0,13.0,0.0899,5.0,40.0
15.0,0.11,5.0,9.0,0.0633,5.0,13.0,0.0459,5.0,36.0
16.0,0.1149,5.0,9.0,0.0676,5.0,12.0,0.0519,5.0,31.0
17.0,0.1067,5.0,9.0,0.062,5.0,13.0,0.0452,5.0,33.0
18.0,0.1075,5.0,9.0,0.0619,5.0,13.0,0.0465,5.0,31.0
19.0,0.1498,5.0,9.0,0.0662,5.0,11.0,0.0456,5.0,31.0
20.0,0.1139,5.0,9.0,0.0645,5.0,13.0,0.0488,5.0,36.0
21.0,0.1115,5.0,9.0,0.0651,5.0,13.0,0.048,5.0,35.0
22.0,0.1105,5.0,9.0,0.066,5.0,13.0,0.0491,5.0,29.0
23.0,0.1111,5.0,9.0,0.0632,5.0,14.0,0.0473,5.0,35.0
24.0,0.153,5.0,9.0,0.0669,5.0,12.0,0.0468,5.0,32.0
25.0,0.1137,5.0,9.0,0.0673,5.0,13.0,0.0504,5.0,36.0
26.0,0.1107,5.0,9.0,0.0639,5.0,14.0,0.0472,5.0,33.0
27.0,0.1096,5.0,9.0,0.0641,5.0,12.0,0.0482,5.0,33.0
28.0,0.111,5.0,9.0,0.1054,5.0,14.0,0.045,5.0,32.0
29.0,0.1116,5.0,9.0,0.065,5.0,13.0,0.0472,5.0,32.0
30.0,0.1133,5.0,9.0,0.067,5.0,14.0,0.0509,5.0,31.0
31.0,0.1104,5.0,9.0,0.0625,5.0,13.0,0.0463,5.0,31.0
32.0,0.1132,5.0,9.0,0.0643,5.0,12.0,0.0479,5.0,32.0
33.0,0.1555,5.0,9.0,0.0682,5.0,14.0,0.0471,5.0,33.0
