iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
1.0,0.0431,8.0,17.0,0.0247,8.0,21.0,0.0166,8.0,31.0
2.0,0.0417,8.0,15.0,0.0217,8.0,17.0,0.0133,8.0,28.0
3.0,0.0412,8.0,14.0,0.0209,8.0,16.0,0.0132,8.0,31.0
4.0,0.0413,8.0,15.0,0.0219,8.0,18.0,0.0133,8.0,30.0
5.0,0.041,8.0,16.0,0.0598,8.0,20.0,0.0121,8.0,30.0
6.0,0.0374,8.0,15.0,0.0182,8.0,18.0,0.0117,8.0,28.0
7.0,0.0428,8.0,14.0,0.0211,8.0,18.0,0.0131,8.0,29.0
8.0,0.0374,7.0,14.0,0.0202,7.0,16.0,0.0132,7.0,31.0
9.0,0.0367,7.0,12.0,0.0217,7.0,16.0,0.0141,7.0,22.0
10.0,0.041,8.0,15.0,0.0206,8.0,18.0,0.014,8.0,32.0
11.0,0.039,8.0,14.0,0.02,8.0,16.0,0.0119,8.0,26.0
12.0,0.0425,8.0,14.0,0.0222,8.0,17.0,0.0141,8.0,33.0
13.0,0.0408,7.0,15.0,0.0182,7.0,17.0,0.0116,7.0,27.0
14.0,0.0362,8.0,12.0,0.0196,8.0,14.0,0.0121,8.0,25.0
15.0,0.0382,8.0,18.0,0.0202,8.0,23.0,0.012,8.0,31.0
16.0,0.045,7.0,14.0,0.0205,7.0,17.0,0.0127,7.0,29.0
17.0,0.036,6.0,13.0,0.0166,6.0,17.0,0.0102,6.0,28.0
18.0,0.0356,8.0,12.0,0.0207,8.0,14.0,0.0135,8.0,28.0
19.0,0.0424,7.0,15.0,0.021,7.0,15.0,0.0137,7.0,29.0
20.0,0.0385,7.0,13.0,0.019,7.0,17.0,0.0123,7.0,30.0
21.0,0.0384,7.0,16.0,0.0205,7.0,19.0,0.0125,7.0,33.0
22.0,0.047,8.0,15.0,0.0221,8.0,19.0,0.0533,8.0,29.0
23.0,0.039,8.0,17.0,0.0187,8.0,20.0,0.0114,8.0,32.0
24.0,0.0423,8.0,14.0,0.0192,8.0,16.0,0.0123,8.0,28.0
25.0,0.0417,7.0,15.0,0.0197,7.0,18.0,0.0125,7.0,29.0
26.0,0.038,7.0,15.0,0.0214,7.0,18.0,0.0133,7.0,32.0
27.0,0.0392,7.0,15.0,0.0192,7.0,17.0,0.012,7.0,29.0
28.0,0.0367,7.0,16.0,0.0195,7.0,20.0,0.0114,7.0,28.0
29.0,0.0417,8.0,16.0,0.0217,8.0,20.0,0.0133,8.0,34.0
30.0,0.0443,8.0,16.0,0.0225,8.0,20.0,0.0139,8.0,33.0
31.0,0.0372,7.0,15.0,0.0188,7.0,20.0,0.0103,7.0,26.0
32.0,0.0372,8.0,17.0,0.0209,8.0,20.0,0.013,8.0,32.0
33.0,0.0401,6.0,14.0,0.019,6.0,17.0,0.0116,6.0,27.0
