iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
1.0,0.0083,2.0,4.0,0.0032,2.0,4.0,0.0021,2.0,7.0
2.0,0.0088,2.0,4.0,0.0032,2.0,5.0,0.0021,2.0,11.0
3.0,0.0079,2.0,4.0,0.0031,2.0,4.0,0.0021,2.0,9.0
4.0,0.0071,2.0,4.0,0.0029,2.0,5.0,0.002,2.0,10.0
5.0,0.0073,2.0,4.0,0.0031,2.0,6.0,0.0022,2.0,9.0
6.0,0.0077,2.0,4.0,0.0031,2.0,5.0,0.0021,2.0,10.0
7.0,0.0072,2.0,4.0,0.0032,2.0,4.0,0.0026,2.0,8.0
8.0,0.0131,2.0,3.0,0.0047,2.0,4.0,0.0034,2.0,12.0
9.0,0.0093,2.0,3.0,0.0037,2.0,3.0,0.0025,2.0,7.0
10.0,0.0072,2.0,4.0,0.0033,2.0,4.0,0.0022,2.0,9.0
11.0,0.0084,2.0,4.0,0.0034,2.0,5.0,0.0024,2.0,10.0
12.0,0.0095,2.0,3.0,0.0034,2.0,3.0,0.0023,2.0,9.0
13.0,0.0078,2.0,3.0,0.0033,2.0,4.0,0.0024,2.0,10.0
14.0,0.0084,2.0,4.0,0.0033,2.0,4.0,0.0022,2.0,9.0
15.0,0.0071,2.0,4.0,0.003,2.0,4.0,0.0019,2.0,11.0
16.0,0.0074,2.0,3.0,0.0032,2.0,4.0,0.0021,2.0,8.0
17.0,0.008,2.0,3.0,0.0033,2.0,4.0,0.0023,2.0,12.0
18.0,0.0089,2.0,5.0,0.0035,2.0,5.0,0.0023,2.0,13.0
19.0,0.009,2.0,4.0,0.0038,2.0,4.0,0.0024,2.0,10.0
20.0,0.0106,2.0,4.0,0.0037,2.0,4.0,0.0024,2.0,9.0
21.0,0.0083,2.0,4.0,0.0033,2.0,4.0,0.0021,2.0,9.0
22.0,0.0092,2.0,4.0,0.0034,2.0,4.0,0.0023,2.0,11.0
23.0,0.0072,2.0,4.0,0.003,2.0,4.0,0.002,2.0,11.0
24.0,0.0084,2.0,4.0,0.0035,2.0,4.0,0.0023,2.0,12.0
25.0,0.0084,2.0,3.0,0.0035,2.0,4.0,0.0023,2.0,8.0
26.0,0.0077,2.0,4.0,0.0032,2.0,4.0,0.0021,2.0,11.0
27.0,0.0071,2.0,4.0,0.0031,2.0,4.0,0.0021,2.0,11.0
28.0,0.007,2.0,5.0,0.003,2.0,6.0,0.0022,2.0,9.0
29.0,0.0082,2.0,3.0,0.0032,2.0,4.0,0.0021,2.0,10.0
30.0,0.0076,2.0,4.0,0.0029,2.0,4.0,0.0019,2.0,8.0
31.0,0.0071,2.0,4.0,0.003,2.0,4.0,0.0021,2.0,9.0
32.0,0.0069,2.0,4.0,0.0031,2.0,4.0,0.0021,2.0,11.0
33.0,0.008,2.0,5.0,0.0034,2.0,5.0,0.0023,2.0,11.0
