iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
1.0,0.1182,13.0,33.0,0.071,13.0,40.0,0.0489,13.0,58.0
2.0,0.1368,14.0,32.0,0.0715,14.0,37.0,0.051,14.0,55.0
3.0,0.1008,13.0,28.0,0.0702,13.0,35.0,0.0571,13.0,55.0
4.0,0.2182,14.0,31.0,0.124,14.0,39.0,0.0895,14.0,56.0
5.0,0.2531,13.0,32.0,0.1141,13.0,37.0,0.0779,13.0,56.0
6.0,0.1897,12.0,30.0,0.1068,12.0,36.0,0.0482,12.0,48.0
7.0,0.1095,14.0,28.0,0.075,14.0,34.0,0.0477,14.0,52.0
8.0,0.1329,13.0,30.0,0.1249,13.0,36.0,0.0545,13.0,51.0
9.0,0.1087,13.0,27.0,0.0641,13.0,33.0,0.052,13.0,47.0
10.0,0.0947,13.0,31.0,0.0623,13.0,37.0,0.0521,13.0,55.0
11.0,0.0969,14.0,28.0,0.1079,14.0,34.0,0.0419,14.0,48.0
12.0,0.1056,14.0,30.0,0.0645,14.0,37.0,0.0524,14.0,51.0
13.0,0.0915,13.0,33.0,0.0605,13.0,37.0,0.0469,13.0,50.0
14.0,0.0909,13.0,26.0,0.0577,13.0,34.0,0.0882,13.0,44.0
15.0,0.0934,13.0,36.0,0.0593,13.0,42.0,0.044,13.0,56.0
16.0,0.0994,13.0,30.0,0.0643,13.0,42.0,0.0526,13.0,54.0
17.0,0.0856,11.0,27.0,0.0533,11.0,33.0,0.0362,11.0,56.0
18.0,0.1369,14.0,27.0,0.0686,14.0,33.0,0.043,14.0,50.0
19.0,0.0946,13.0,29.0,0.0613,13.0,37.0,0.0509,13.0,54.0
20.0,0.0977,12.0,29.0,0.0604,12.0,39.0,0.0494,12.0,52.0
21.0,0.1385,13.0,34.0,0.067,13.0,41.0,0.0397,13.0,58.0
22.0,0.1134,14.0,33.0,0.0659,14.0,40.0,0.0507,14.0,60.0
23.0,0.093,13.0,35.0,0.058,13.0,45.0,0.0425,13.0,55.0
24.0,0.0927,13.0,31.0,0.0607,13.0,38.0,0.0898,13.0,50.0
25.0,0.101,13.0,32.0,0.0652,13.0,40.0,0.0554,13.0,57.0
26.0,0.0967,13.0,32.0,0.0625,13.0,41.0,0.0484,13.0,53.0
27.0,0.0904,13.0,30.0,0.0594,13.0,36.0,0.0892,13.0,55.0
28.0,0.0892,13.0,33.0,0.0556,13.0,41.0,0.0419,13.0,50.0
29.0,0.1082,13.0,34.0,0.0636,13.0,39.0,0.0502,13.0,58.0
30.0,0.1016,12.0,34.0,0.064,12.0,42.0,0.0511,12.0,58.0
31.0,0.1267,12.0,32.0,0.0556,12.0,37.0,0.039,12.0,54.0
32.0,0.0973,14.0,37.0,0.0645,14.0,43.0,0.053,14.0,62.0
33.0,0.0959,11.0,32.0,0.0592,11.0,38.0,0.0479,11.0,54.0
