iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
1.0,1.2912,14.0,57.0,1.01,14.0,72.0,0.7001,14.0,192.0
2.0,2.2809,14.0,58.0,0.9429,14.0,76.0,0.7458,14.0,190.0
3.0,1.35,14.0,59.0,0.9566,14.0,75.0,0.7656,14.0,190.0
4.0,1.3265,14.0,61.0,0.9571,14.0,77.0,0.7521,14.0,207.0
5.0,1.3886,14.0,57.0,1.0396,14.0,74.0,0.7545,14.0,186.0
6.0,1.3457,14.0,56.0,0.9491,14.0,72.0,0.7053,14.0,187.0
7.0,1.3365,14.0,57.0,1.0015,14.0,73.0,0.7131,14.0,188.0
8.0,1.3129,14.0,59.0,0.9698,14.0,76.0,0.7566,14.0,183.0
9.0,1.381,14.0,57.0,0.9807,14.0,77.0,0.7761,14.0,183.0
10.0,1.3079,14.0,57.0,0.9132,14.0,73.0,0.7263,14.0,191.0
11.0,1.291,14.0,57.0,0.9234,14.0,72.0,0.7269,14.0,191.0
12.0,1.2929,14.0,60.0,0.933,14.0,77.0,0.693,14.0,191.0
13.0,1.2681,14.0,55.0,0.98,14.0,72.0,0.6946,14.0,185.0
14.0,1.4309,14.0,60.0,0.9341,14.0,76.0,0.732,14.0,200.0
15.0,1.3432,14.0,59.0,0.9493,14.0,76.0,0.7349,14.0,199.0
16.0,1.3496,14.0,58.0,1.0161,14.0,75.0,0.7229,14.0,193.0
17.0,1.2969,14.0,57.0,0.957,14.0,70.0,0.6757,14.0,180.0
18.0,1.317,14.0,59.0,0.925,14.0,73.0,0.7566,14.0,196.0
19.0,1.3308,14.0,56.0,0.9209,14.0,70.0,0.7559,14.0,186.0
20.0,1.3792,14.0,56.0,0.953,14.0,69.0,0.7073,14.0,185.0
21.0,1.3436,14.0,57.0,0.9527,14.0,74.0,0.6957,14.0,188.0
22.0,1.3993,14.0,56.0,1.0462,14.0,72.0,0.743,14.0,181.0
23.0,1.3567,14.0,57.0,0.9766,14.0,78.0,0.7185,14.0,192.0
24.0,1.3545,13.0,56.0,1.0063,13.0,73.0,0.7304,13.0,187.0
25.0,1.3416,14.0,59.0,1.0284,14.0,72.0,0.7221,14.0,191.0
26.0,1.5357,14.0,56.0,0.9818,14.0,71.0,0.7044,14.0,183.0
27.0,1.2802,13.0,56.0,0.9438,13.0,77.0,0.7536,13.0,194.0
28.0,1.284,14.0,59.0,0.9051,14.0,74.0,0.6642,14.0,199.0
29.0,1.3354,14.0,59.0,0.9877,14.0,78.0,0.7837,14.0,196.0
30.0,1.3961,14.0,55.0,0.9683,14.0,70.0,0.7751,14.0,190.0
31.0,1.3124,14.0,56.0,0.9074,14.0,74.0,0.66,14.0,178.0
32.0,1.2823,14.0,57.0,0.9806,14.0,72.0,0.6943,14.0,190.0
33.0,1.3154,14.0,57.0,0.9399,14.0,74.0,0.7432,14.0,183.0
