rad,opt,e_sc_mept,e_t_mept,opt_std,e_sc_mept_std,e_t_mept_std
100.0,53.84848484848485,64.0,157.96969696969697,1.7077579155885296,2.891995221924885,5.060152402093742
150.0,22.818181818181817,30.696969696969695,135.06060606060606,0.5749595745760689,1.4870114116830664,5.482420356560036
200.0,13.06060606060606,18.333333333333332,123.03030303030303,0.5471354571293269,1.4907119849998598,5.982220366572369
250.0,8.878787878787879,13.151515151515152,110.39393939393939,0.3263736246748184,1.1837590899772492,5.77318458381084
300.0,6.212121212121212,8.696969696969697,103.0909090909091,0.40881022918884974,0.7581815759513214,5.166111229363899
