star,opt,e_sc_mept,e_t_mept,opt_std,e_sc_mept_std,e_t_mept_std
5.0,25.939393939393938,27.515151515151516,30.848484848484848,0.2386062992124791,0.7832029080800051,0.3585502898848253
7.0,41.81818181818182,44.09090909090909,54.54545454545455,0.9359663764533637,1.1378777791223387,1.0471001541315754
10.0,66.60606060606061,72.57575757575758,102.9090909090909,2.15939657591756,1.758620379217807,1.4005115161565265
12.0,84.0909090909091,91.81818181818181,141.66666666666666,2.378739625065499,2.4551065576398905,1.3632996217214537
