neig,opt,e_sc_mept,e_t_mept,opt_std,e_sc_mept_std,e_t_mept_std
2.0,15.0,15.0,15.0,0.0,0.0,0.0
4.0,8.757575757575758,9.575757575757576,15.0,1.0739421301011727,1.1814296175526016,0.0
6.0,4.757575757575758,5.7272727272727275,15.0,0.6045435558563637,1.0807608787955763,0.0
