tower,opt,e_sc_mept,e_t_mept,opt_std,e_sc_mept_std,e_t_mept_std
100.0,14.151515151515152,18.727272727272727,78.60606060606061,0.5571144336621284,1.2856486930664501,3.625995319485805
200.0,13.06060606060606,18.333333333333332,123.03030303030303,0.5471354571293269,1.4907119849998598,5.982220366572369
350.0,12.333333333333334,18.515151515151516,159.45454545454547,0.4714045207910317,0.8570991287109666,7.687419510653908
