rad,opt,e_sc_mept,e_t_mept,opt_std,e_sc_mept_std,e_t_mept_std
100.0,8.363636363636363,10.727272727272727,66.06060606060606,0.5403804393977881,1.0807608787955763,5.476890258661188
150.0,7.96969696969697,10.606060606060606,73.18181818181819,0.45956820873039705,1.1265230482085518,5.172506252933786
200.0,7.575757575757576,10.333333333333334,82.81818181818181,0.4942274675848512,1.0347497623614468,5.501815377835814
250.0,7.0,9.575757575757576,96.0,0.0,0.6527472493496369,5.245488682206027
