neig,opt,e_sc_mept,e_t_mept,opt_std,e_sc_mept_std,e_t_mept_std
2.0,20.0,20.0,20.0,0.0,0.0,0.0
4.0,15.666666666666666,16.424242424242426,20.0,1.0050378152592123,1.2068065304084774,0.0
6.0,5.696969696969697,6.2727272727272725,20.0,0.6735185082088748,0.8968877931484086,0.0
