trajectories,opt,e_sc_mept,e_t_mept,opt_std,e_sc_mept_std,e_t_mept_std
1.0,3.0606060606060606,3.4545454545454546,3.0606060606060606,0.42207237203588244,0.7002557580782631,0.42207237203588244
10.0,9.363636363636363,11.818181818181818,24.272727272727273,0.9151314466994848,1.5850541612875177,2.3519524741736064
20.0,11.272727272727273,14.727272727272727,38.96969696969697,0.7496555682941201,1.0231480615838868,2.7022420375282366
50.0,13.181818181818182,17.151515151515152,63.484848484848484,0.7158188976374373,1.018650685695249,4.164214154255003
100.0,14.151515151515152,18.727272727272727,78.60606060606061,0.5571144336621284,1.2856486930664501,3.625995319485805
