trajectories,opt,e_sc_mept,e_t_mept,opt_std,e_sc_mept_std,e_t_mept_std
1.0,5.848484848484849,6.666666666666667,5.848484848484849,0.820982859645095,0.8761716542303613,0.820982859645095
10.0,29.242424242424242,33.78787878787879,47.333333333333336,2.174651529455655,2.9414238539078186,3.657012082798931
20.0,39.21212121212121,46.21212121212121,78.15151515151516,2.847195065829417,3.382285185524235,4.912082889200517
50.0,48.63636363636363,58.63636363636363,128.12121212121212,1.7376086287068429,2.7393671224217027,5.226723730503133
100.0,53.84848484848485,64.0,157.96969696969697,1.7077579155885296,2.891995221924885,5.060152402093742
