combo,ecc_opt,ecc_opt_std
0,5.757575757575758,0.4285495643554833
1,3.0303030303030303,0.17141982574219336
2,15.212121212121211,0.8793101896089034
3,2.878787878787879,0.3263736246748184
4,4.363636363636363,0.48104569292083466
5,3.878787878787879,0.3263736246748184
6,3.9393939393939394,0.4220723720358824
7,3.3030303030303028,0.459568208730397
