iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
1.0,0.2101,5.0,74.0,0.1173,5.0,82.0,0.0515,5.0,127.0
2.0,0.2466,5.0,72.0,0.1139,5.0,79.0,0.0511,5.0,125.0
3.0,0.2045,5.0,74.0,0.115,5.0,82.0,0.0512,5.0,132.0
4.0,0.2038,5.0,70.0,0.1139,5.0,80.0,0.092,5.0,127.0
5.0,0.2051,5.0,75.0,0.116,5.0,86.0,0.0512,5.0,129.0
6.0,0.2056,5.0,75.0,0.1171,5.0,89.0,0.0943,5.0,131.0
7.0,0.2032,5.0,70.0,0.1148,5.0,79.0,0.0504,5.0,129.0
8.0,0.2042,5.0,80.0,0.1159,5.0,84.0,0.0508,5.0,131.0
9.0,0.255,5.0,74.0,0.1227,5.0,88.0,0.0521,5.0,126.0
10.0,0.2032,5.0,76.0,0.1183,5.0,83.0,0.0505,5.0,134.0
11.0,0.2067,5.0,76.0,0.1601,5.0,86.0,0.0506,5.0,129.0
12.0,0.2043,5.0,75.0,0.1191,5.0,84.0,0.0508,5.0,129.0
13.0,0.2073,5.0,76.0,0.1595,5.0,87.0,0.051,5.0,132.0
14.0,0.2057,5.0,70.0,0.113,5.0,81.0,0.051,5.0,129.0
15.0,0.2074,5.0,73.0,0.1173,5.0,84.0,0.0511,5.0,125.0
16.0,0.2034,5.0,75.0,0.1188,5.0,83.0,0.0515,5.0,131.0
17.0,0.2022,5.0,71.0,0.1137,5.0,79.0,0.0517,5.0,132.0
18.0,0.2471,5.0,73.0,0.1144,5.0,78.0,0.0518,5.0,124.0
19.0,0.2022,5.0,71.0,0.1124,5.0,79.0,0.0506,5.0,120.0
20.0,0.2047,5.0,75.0,0.1581,5.0,83.0,0.0498,5.0,125.0
21.0,0.2016,5.0,73.0,0.1142,5.0,82.0,0.0516,5.0,128.0
22.0,0.2113,5.0,72.0,0.115,5.0,82.0,0.051,5.0,125.0
23.0,0.2049,5.0,73.0,0.1137,5.0,83.0,0.05,5.0,121.0
24.0,0.202,5.0,72.0,0.1141,5.0,79.0,0.0517,5.0,129.0
25.0,0.2452,5.0,72.0,0.1136,5.0,83.0,0.053,5.0,126.0
26.0,0.2071,5.0,72.0,0.117,5.0,81.0,0.052,5.0,126.0
27.0,0.2029,5.0,77.0,0.1595,5.0,87.0,0.0512,5.0,134.0
28.0,0.2053,5.0,72.0,0.1153,5.0,79.0,0.0511,5.0,120.0
29.0,0.2022,5.0,78.0,0.1168,5.0,88.0,0.0502,5.0,124.0
30.0,0.2438,5.0,69.0,0.1155,5.0,79.0,0.0509,5.0,125.0
31.0,0.2016,5.0,74.0,0.1149,5.0,80.0,0.0511,5.0,127.0
32.0,0.1997,5.0,75.0,0.1567,5.0,87.0,0.0502,5.0,127.0
33.0,0.201,5.0,78.0,0.1144,5.0,86.0,0.0508,5.0,128.0
