iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
1.0,0.0107,5.0,20.0,0.0055,5.0,22.0,0.0044,5.0,21.0
2.0,0.0092,5.0,23.0,0.0049,5.0,23.0,0.0039,5.0,24.0
3.0,0.0099,5.0,17.0,0.005,5.0,18.0,0.0041,5.0,21.0
4.0,0.0101,5.0,20.0,0.0052,5.0,20.0,0.004,5.0,22.0
5.0,0.0106,5.0,22.0,0.0056,5.0,24.0,0.0043,5.0,25.0
6.0,0.01,5.0,19.0,0.0052,5.0,19.0,0.0044,5.0,20.0
7.0,0.0099,5.0,19.0,0.0052,5.0,20.0,0.0043,5.0,21.0
8.0,0.0101,5.0,22.0,0.0054,5.0,23.0,0.0043,5.0,26.0
9.0,0.0099,5.0,18.0,0.0058,5.0,19.0,0.0044,5.0,21.0
10.0,0.0112,5.0,18.0,0.0059,5.0,20.0,0.0045,5.0,25.0
11.0,0.011,5.0,21.0,0.0057,5.0,21.0,0.0046,5.0,25.0
12.0,0.01,5.0,18.0,0.0057,5.0,18.0,0.0045,5.0,21.0
13.0,0.0107,5.0,21.0,0.0054,5.0,21.0,0.0043,5.0,24.0
14.0,0.0099,5.0,19.0,0.0051,5.0,19.0,0.004,5.0,23.0
15.0,0.0097,5.0,21.0,0.005,5.0,22.0,0.004,5.0,24.0
16.0,0.0095,5.0,20.0,0.0051,5.0,22.0,0.0041,5.0,23.0
17.0,0.0097,5.0,20.0,0.005,5.0,20.0,0.004,5.0,22.0
18.0,0.0096,5.0,19.0,0.0053,5.0,20.0,0.0045,5.0,22.0
19.0,0.0113,5.0,22.0,0.0058,5.0,22.0,0.0046,5.0,25.0
20.0,0.0109,5.0,20.0,0.0061,5.0,22.0,0.0047,5.0,23.0
21.0,0.0113,5.0,22.0,0.0057,5.0,23.0,0.0043,5.0,25.0
22.0,0.01,5.0,19.0,0.0054,5.0,20.0,0.0047,5.0,21.0
23.0,0.0094,5.0,20.0,0.005,5.0,21.0,0.0041,5.0,21.0
24.0,0.0098,5.0,19.0,0.0054,5.0,19.0,0.0046,5.0,21.0
25.0,0.0098,5.0,20.0,0.0051,5.0,20.0,0.0041,5.0,22.0
26.0,0.0102,5.0,20.0,0.0052,5.0,22.0,0.0042,5.0,22.0
27.0,0.0098,5.0,22.0,0.0058,5.0,23.0,0.0048,5.0,24.0
28.0,0.0109,5.0,19.0,0.0058,5.0,20.0,0.0047,5.0,21.0
29.0,0.0104,5.0,17.0,0.0054,5.0,18.0,0.0044,5.0,19.0
30.0,0.0116,5.0,22.0,0.0059,5.0,23.0,0.0045,5.0,24.0
31.0,0.0113,5.0,23.0,0.0058,5.0,23.0,0.0044,5.0,26.0
32.0,0.0113,5.0,19.0,0.0054,5.0,23.0,0.0043,5.0,22.0
33.0,0.0102,5.0,19.0,0.0051,5.0,21.0,0.0043,5.0,20.0
