iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
1.0,0.0807,5.0,61.0,0.044,5.0,71.0,0.0191,5.0,94.0
2.0,0.1183,5.0,61.0,0.0441,5.0,72.0,0.0192,5.0,95.0
3.0,0.0792,5.0,59.0,0.0437,5.0,72.0,0.0192,5.0,92.0
4.0,0.082,5.0,58.0,0.0443,5.0,66.0,0.0201,5.0,90.0
5.0,0.0823,5.0,58.0,0.0434,5.0,65.0,0.0195,5.0,90.0
6.0,0.0804,5.0,61.0,0.0431,5.0,67.0,0.0198,5.0,88.0
7.0,0.0806,5.0,55.0,0.0435,5.0,65.0,0.0194,5.0,90.0
8.0,0.1228,5.0,64.0,0.0448,5.0,73.0,0.0193,5.0,95.0
9.0,0.0807,5.0,58.0,0.0434,5.0,68.0,0.0199,5.0,95.0
10.0,0.082,5.0,61.0,0.0451,5.0,68.0,0.0192,5.0,91.0
11.0,0.0861,5.0,63.0,0.0462,5.0,66.0,0.0199,5.0,99.0
12.0,0.0837,5.0,60.0,0.0468,5.0,72.0,0.0194,5.0,94.0
13.0,0.0845,5.0,56.0,0.0451,5.0,67.0,0.0195,5.0,90.0
14.0,0.1207,5.0,55.0,0.0429,5.0,64.0,0.0197,5.0,87.0
15.0,0.0818,5.0,62.0,0.0437,5.0,70.0,0.0189,5.0,92.0
16.0,0.0797,5.0,55.0,0.0431,5.0,65.0,0.019,5.0,89.0
17.0,0.0812,5.0,57.0,0.0422,5.0,62.0,0.019,5.0,89.0
18.0,0.0794,5.0,61.0,0.0426,5.0,67.0,0.0193,5.0,90.0
19.0,0.0791,5.0,60.0,0.0424,5.0,66.0,0.0585,5.0,85.0
20.0,0.0814,5.0,61.0,0.0438,5.0,67.0,0.0188,5.0,98.0
21.0,0.0794,5.0,58.0,0.0423,5.0,66.0,0.0188,5.0,85.0
22.0,0.0787,5.0,54.0,0.0419,5.0,62.0,0.0193,5.0,83.0
23.0,0.0778,5.0,58.0,0.0427,5.0,68.0,0.0191,5.0,85.0
24.0,0.0791,5.0,56.0,0.0425,5.0,63.0,0.019,5.0,88.0
25.0,0.0793,5.0,59.0,0.0427,5.0,68.0,0.0192,5.0,90.0
26.0,0.1195,5.0,57.0,0.0427,5.0,65.0,0.0191,5.0,87.0
27.0,0.0823,5.0,61.0,0.0451,5.0,71.0,0.0192,5.0,98.0
28.0,0.0796,5.0,60.0,0.0433,5.0,67.0,0.019,5.0,92.0
29.0,0.0783,5.0,63.0,0.0425,5.0,70.0,0.0188,5.0,96.0
30.0,0.0789,5.0,54.0,0.0418,5.0,62.0,0.019,5.0,84.0
31.0,0.0805,5.0,60.0,0.0424,5.0,64.0,0.0194,5.0,90.0
32.0,0.079,5.0,60.0,0.0435,5.0,67.0,0.0192,5.0,89.0
33.0,0.0789,5.0,59.0,0.0412,5.0,64.0,0.0191,5.0,85.0
