iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
1.0,0.0156,5.0,23.0,0.0078,5.0,25.0,0.0053,5.0,28.0
2.0,0.0193,5.0,23.0,0.0096,5.0,24.0,0.0066,5.0,26.0
3.0,0.0176,5.0,26.0,0.009,5.0,28.0,0.0058,5.0,33.0
4.0,0.0153,5.0,24.0,0.0075,5.0,25.0,0.0057,5.0,32.0
5.0,0.0157,5.0,27.0,0.0084,5.0,29.0,0.006,5.0,34.0
6.0,0.0179,5.0,28.0,0.0095,5.0,31.0,0.0066,5.0,36.0
7.0,0.0184,5.0,28.0,0.0081,5.0,32.0,0.0054,5.0,36.0
8.0,0.0165,5.0,25.0,0.0084,5.0,27.0,0.0055,5.0,34.0
9.0,0.0182,5.0,29.0,0.0087,5.0,32.0,0.006,5.0,39.0
10.0,0.018,5.0,24.0,0.0093,5.0,25.0,0.0065,5.0,33.0
11.0,0.0177,5.0,26.0,0.0082,5.0,30.0,0.0055,5.0,34.0
12.0,0.0169,5.0,26.0,0.0078,5.0,28.0,0.006,5.0,31.0
13.0,0.0154,5.0,28.0,0.0077,5.0,28.0,0.0059,5.0,35.0
14.0,0.0168,5.0,26.0,0.0085,5.0,27.0,0.0064,5.0,35.0
15.0,0.0167,5.0,27.0,0.0084,5.0,30.0,0.006,5.0,36.0
16.0,0.0159,5.0,27.0,0.0079,5.0,31.0,0.0053,5.0,35.0
17.0,0.0171,5.0,22.0,0.0087,5.0,25.0,0.006,5.0,30.0
18.0,0.0178,5.0,26.0,0.0091,5.0,28.0,0.0061,5.0,35.0
19.0,0.0183,5.0,23.0,0.0087,5.0,26.0,0.0063,5.0,33.0
20.0,0.0163,5.0,29.0,0.0081,5.0,31.0,0.0057,5.0,39.0
21.0,0.0154,5.0,26.0,0.0073,5.0,26.0,0.0053,5.0,32.0
22.0,0.0179,5.0,28.0,0.0091,5.0,31.0,0.0061,5.0,35.0
23.0,0.0181,5.0,26.0,0.0088,5.0,28.0,0.0058,5.0,32.0
24.0,0.0182,5.0,28.0,0.0079,5.0,31.0,0.0053,5.0,40.0
25.0,0.0163,5.0,27.0,0.008,5.0,30.0,0.0053,5.0,33.0
26.0,0.0171,5.0,26.0,0.0091,5.0,28.0,0.0062,5.0,33.0
27.0,0.0173,5.0,30.0,0.0094,5.0,33.0,0.0061,5.0,36.0
28.0,0.019,5.0,30.0,0.0081,5.0,31.0,0.0056,5.0,34.0
29.0,0.0164,5.0,22.0,0.0081,5.0,24.0,0.0054,5.0,31.0
30.0,0.0166,5.0,28.0,0.0089,5.0,30.0,0.0058,5.0,37.0
31.0,0.0184,5.0,26.0,0.0094,5.0,29.0,0.0062,5.0,34.0
32.0,0.0183,5.0,23.0,0.0087,5.0,24.0,0.0058,5.0,29.0
33.0,0.0159,5.0,27.0,0.0079,5.0,28.0,0.0055,5.0,35.0
