iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
1.0,0.0327,5.0,35.0,0.0147,5.0,39.0,0.0073,5.0,49.0
2.0,0.0297,5.0,37.0,0.0153,5.0,42.0,0.0073,5.0,53.0
3.0,0.0308,5.0,39.0,0.0153,5.0,46.0,0.0084,5.0,60.0
4.0,0.0303,5.0,34.0,0.0149,5.0,40.0,0.0074,5.0,49.0
5.0,0.0294,5.0,38.0,0.0147,5.0,42.0,0.0075,5.0,50.0
6.0,0.03,5.0,35.0,0.015,5.0,39.0,0.0076,5.0,49.0
7.0,0.0304,5.0,38.0,0.0153,5.0,43.0,0.0075,5.0,54.0
8.0,0.0312,5.0,36.0,0.0152,5.0,39.0,0.0074,5.0,51.0
9.0,0.0289,5.0,31.0,0.0141,5.0,35.0,0.0073,5.0,47.0
10.0,0.068,5.0,31.0,0.0158,5.0,34.0,0.0078,5.0,48.0
11.0,0.0292,5.0,33.0,0.0139,5.0,35.0,0.0073,5.0,48.0
12.0,0.0284,5.0,37.0,0.0149,5.0,40.0,0.0074,5.0,55.0
13.0,0.0278,5.0,40.0,0.0139,5.0,40.0,0.0073,5.0,49.0
14.0,0.0281,5.0,40.0,0.0142,5.0,44.0,0.0075,5.0,55.0
15.0,0.0282,5.0,34.0,0.014,5.0,36.0,0.0077,5.0,48.0
16.0,0.029,5.0,35.0,0.0145,5.0,41.0,0.0075,5.0,49.0
17.0,0.0305,5.0,34.0,0.0151,5.0,40.0,0.0074,5.0,50.0
18.0,0.0309,5.0,37.0,0.015,5.0,41.0,0.0074,5.0,53.0
19.0,0.0303,5.0,37.0,0.0148,5.0,42.0,0.0073,5.0,49.0
20.0,0.033,5.0,40.0,0.016,5.0,44.0,0.0082,5.0,56.0
21.0,0.0605,5.0,33.0,0.0282,5.0,38.0,0.0199,5.0,48.0
22.0,0.0399,5.0,36.0,0.017,5.0,40.0,0.0086,5.0,48.0
23.0,0.0293,5.0,35.0,0.0148,5.0,40.0,0.0073,5.0,46.0
24.0,0.0286,5.0,39.0,0.0144,5.0,41.0,0.0073,5.0,56.0
25.0,0.0315,5.0,36.0,0.0159,5.0,37.0,0.0079,5.0,51.0
26.0,0.0306,5.0,38.0,0.0152,5.0,43.0,0.0073,5.0,50.0
27.0,0.0303,5.0,35.0,0.0149,5.0,40.0,0.0075,5.0,43.0
28.0,0.0314,5.0,35.0,0.0159,5.0,40.0,0.008,5.0,48.0
29.0,0.0291,5.0,39.0,0.0143,5.0,44.0,0.0074,5.0,53.0
30.0,0.0297,5.0,36.0,0.0153,5.0,37.0,0.0075,5.0,49.0
31.0,0.0292,5.0,37.0,0.0146,5.0,44.0,0.0073,5.0,47.0
32.0,0.0293,5.0,37.0,0.0142,5.0,37.0,0.0073,5.0,51.0
33.0,0.0285,5.0,33.0,0.0543,5.0,37.0,0.009,5.0,45.0
