iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
1.0,0.3593,5.0,66.0,0.1895,5.0,72.0,0.1099,5.0,103.0
2.0,0.3214,5.0,68.0,0.2361,5.0,75.0,0.1073,5.0,102.0
3.0,0.317,5.0,69.0,0.1876,5.0,74.0,0.1489,5.0,101.0
4.0,0.327,5.0,67.0,0.1893,5.0,73.0,0.1086,5.0,103.0
5.0,0.3186,5.0,65.0,0.1929,5.0,71.0,0.107,5.0,105.0
6.0,0.3661,5.0,69.0,0.1944,5.0,74.0,0.1071,5.0,102.0
7.0,0.3238,5.0,65.0,0.1878,5.0,68.0,0.1079,5.0,104.0
8.0,0.3238,5.0,68.0,0.1896,5.0,72.0,0.1089,5.0,105.0
9.0,0.317,5.0,67.0,0.1906,5.0,73.0,0.1085,5.0,102.0
10.0,0.3333,5.0,65.0,0.2348,5.0,71.0,0.1106,5.0,103.0
11.0,0.3298,5.0,64.0,0.193,5.0,72.0,0.1557,5.0,102.0
12.0,0.3201,5.0,65.0,0.1877,5.0,74.0,0.1059,5.0,104.0
13.0,0.3224,5.0,69.0,0.1876,5.0,73.0,0.1083,5.0,103.0
14.0,0.3695,5.0,68.0,0.1875,5.0,76.0,0.1067,5.0,104.0
15.0,0.3205,5.0,67.0,0.1874,5.0,73.0,0.1067,5.0,102.0
16.0,0.3184,5.0,68.0,0.1867,5.0,74.0,0.1114,5.0,102.0
17.0,0.363,5.0,66.0,0.1939,5.0,72.0,0.1082,5.0,102.0
18.0,0.3655,5.0,69.0,0.1926,5.0,74.0,0.1107,5.0,105.0
19.0,0.3254,5.0,73.0,0.1933,5.0,75.0,0.1074,5.0,103.0
20.0,0.3174,5.0,70.0,0.1886,5.0,75.0,0.1061,5.0,101.0
21.0,0.3649,5.0,67.0,0.1875,5.0,73.0,0.1055,5.0,103.0
22.0,0.3218,5.0,65.0,0.2311,5.0,69.0,0.1059,5.0,101.0
23.0,0.3209,5.0,64.0,0.1912,5.0,73.0,0.1501,5.0,104.0
24.0,0.3226,5.0,65.0,0.1914,5.0,72.0,0.1108,5.0,102.0
25.0,0.3247,5.0,65.0,0.1868,5.0,74.0,0.1074,5.0,105.0
26.0,0.3687,5.0,65.0,0.1921,5.0,73.0,0.1078,5.0,101.0
27.0,0.3267,5.0,65.0,0.1905,5.0,70.0,0.1529,5.0,101.0
28.0,0.3277,5.0,67.0,0.1904,5.0,73.0,0.1086,5.0,104.0
29.0,0.3267,5.0,65.0,0.195,5.0,72.0,0.1077,5.0,106.0
30.0,0.3731,5.0,69.0,0.1932,5.0,73.0,0.1093,5.0,104.0
31.0,0.3296,5.0,62.0,0.1936,5.0,70.0,0.109,5.0,104.0
32.0,0.3238,5.0,65.0,0.1936,5.0,71.0,0.1084,5.0,102.0
33.0,0.3671,5.0,66.0,0.1943,5.0,71.0,0.1115,5.0,101.0
