iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
1.0,0.0043,5.0,8.0,0.0018,5.0,8.0,0.0405,5.0,8.0
2.0,0.0039,5.0,8.0,0.0017,5.0,8.0,0.0009,5.0,8.0
3.0,0.004,5.0,9.0,0.0017,5.0,9.0,0.0009,5.0,9.0
4.0,0.0055,5.0,8.0,0.0022,5.0,8.0,0.0012,5.0,8.0
5.0,0.0048,5.0,8.0,0.0019,5.0,9.0,0.0011,5.0,8.0
6.0,0.0041,5.0,8.0,0.0017,5.0,8.0,0.0009,5.0,8.0
7.0,0.0043,5.0,8.0,0.0019,5.0,8.0,0.0009,5.0,8.0
8.0,0.0048,5.0,8.0,0.0018,5.0,10.0,0.0011,5.0,8.0
9.0,0.0043,5.0,8.0,0.0016,5.0,9.0,0.0009,5.0,8.0
10.0,0.0036,5.0,9.0,0.0015,5.0,9.0,0.0009,5.0,9.0
11.0,0.0046,5.0,8.0,0.0017,5.0,9.0,0.001,5.0,8.0
12.0,0.0038,5.0,8.0,0.0016,5.0,9.0,0.001,5.0,8.0
13.0,0.0046,5.0,8.0,0.0017,5.0,9.0,0.001,5.0,8.0
14.0,0.0042,5.0,9.0,0.0016,5.0,10.0,0.001,5.0,9.0
15.0,0.0039,5.0,9.0,0.0015,5.0,10.0,0.0009,5.0,9.0
16.0,0.004,5.0,8.0,0.0017,5.0,8.0,0.0009,5.0,8.0
17.0,0.0041,5.0,8.0,0.0016,5.0,8.0,0.0009,5.0,8.0
18.0,0.0043,5.0,8.0,0.0017,5.0,8.0,0.0009,5.0,8.0
19.0,0.0039,5.0,8.0,0.0017,5.0,9.0,0.0009,5.0,8.0
20.0,0.0043,5.0,8.0,0.0017,5.0,9.0,0.0009,5.0,8.0
21.0,0.0039,5.0,8.0,0.0017,5.0,9.0,0.001,5.0,8.0
22.0,0.0045,5.0,8.0,0.0017,5.0,9.0,0.0009,5.0,8.0
23.0,0.0045,5.0,7.0,0.0017,5.0,7.0,0.0009,5.0,7.0
24.0,0.0042,5.0,9.0,0.0015,5.0,9.0,0.0009,5.0,9.0
25.0,0.0042,5.0,9.0,0.0015,5.0,10.0,0.0009,5.0,9.0
26.0,0.0044,5.0,8.0,0.0017,5.0,9.0,0.0009,5.0,8.0
27.0,0.0041,5.0,10.0,0.0015,5.0,10.0,0.001,5.0,10.0
28.0,0.0037,5.0,9.0,0.0018,5.0,10.0,0.0009,5.0,9.0
29.0,0.0041,5.0,8.0,0.0016,5.0,8.0,0.0009,5.0,8.0
30.0,0.0041,5.0,8.0,0.0019,5.0,8.0,0.001,5.0,8.0
31.0,0.0042,5.0,9.0,0.0015,5.0,10.0,0.0009,5.0,9.0
32.0,0.0038,5.0,8.0,0.0016,5.0,9.0,0.0009,5.0,8.0
33.0,0.0041,5.0,8.0,0.0016,5.0,9.0,0.0009,5.0,8.0
