iteration_seed,time_opt,eccentricity_opt,total_towers_opt,time_e_sc_mept,eccentricity_e_sc_mept,total_towers_e_sc_mept,time_e_t_mept,eccentricity_e_t_mept,total_towers_e_t_mept
1.0,0.0033,5.0,6.0,0.0012,5.0,8.0,0.0007,5.0,6.0
2.0,0.0029,5.0,8.0,0.0011,5.0,8.0,0.0007,5.0,8.0
3.0,0.0028,5.0,10.0,0.0011,5.0,10.0,0.0007,5.0,10.0
4.0,0.0031,5.0,8.0,0.0012,5.0,9.0,0.0007,5.0,8.0
5.0,0.003,5.0,6.0,0.0014,5.0,8.0,0.0007,5.0,6.0
6.0,0.0036,5.0,7.0,0.0014,5.0,8.0,0.0008,5.0,7.0
7.0,0.0031,5.0,7.0,0.0014,5.0,7.0,0.0007,5.0,7.0
8.0,0.0036,5.0,7.0,0.0014,5.0,9.0,0.0007,5.0,7.0
9.0,0.0037,5.0,6.0,0.0013,5.0,8.0,0.0008,5.0,6.0
10.0,0.0029,5.0,7.0,0.0012,5.0,7.0,0.0008,5.0,7.0
11.0,0.0029,5.0,6.0,0.0013,5.0,6.0,0.0009,5.0,6.0
12.0,0.0029,5.0,8.0,0.0013,5.0,8.0,0.0008,5.0,8.0
13.0,0.0037,5.0,7.0,0.0013,5.0,7.0,0.0009,5.0,7.0
14.0,0.0036,5.0,6.0,0.0013,5.0,7.0,0.0009,5.0,6.0
15.0,0.0027,5.0,9.0,0.001,5.0,9.0,0.0007,5.0,9.0
16.0,0.0031,5.0,7.0,0.0012,5.0,7.0,0.0007,5.0,7.0
17.0,0.0036,4.0,7.0,0.0014,4.0,8.0,0.0007,4.0,7.0
18.0,0.0035,5.0,7.0,0.0013,5.0,9.0,0.0008,5.0,7.0
19.0,0.003,5.0,7.0,0.0012,5.0,8.0,0.0007,5.0,7.0
20.0,0.0031,5.0,7.0,0.0013,5.0,8.0,0.0007,5.0,7.0
21.0,0.0028,5.0,8.0,0.0011,5.0,8.0,0.0008,5.0,8.0
22.0,0.003,5.0,6.0,0.0012,5.0,7.0,0.0008,5.0,6.0
23.0,0.003,5.0,7.0,0.0012,5.0,8.0,0.0007,5.0,7.0
24.0,0.0032,5.0,7.0,0.0013,5.0,7.0,0.0007,5.0,7.0
25.0,0.003,5.0,7.0,0.0012,5.0,7.0,0.0008,5.0,7.0
26.0,0.0038,5.0,6.0,0.0014,5.0,8.0,0.001,5.0,6.0
27.0,0.0034,4.0,6.0,0.0013,4.0,7.0,0.0007,4.0,6.0
28.0,0.0036,5.0,7.0,0.0014,5.0,7.0,0.0009,5.0,7.0
29.0,0.0031,5.0,8.0,0.0012,5.0,8.0,0.0009,5.0,8.0
30.0,0.0029,5.0,7.0,0.0011,5.0,7.0,0.0008,5.0,7.0
31.0,0.0027,5.0,7.0,0.001,5.0,8.0,0.0007,5.0,7.0
32.0,0.0036,5.0,7.0,0.0014,5.0,8.0,0.0007,5.0,7.0
33.0,0.0034,5.0,7.0,0.0015,5.0,9.0,0.0008,5.0,7.0
